may,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
01,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
03,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,80,98,92,119,76,53,40,25,49,55,91,84,89
04,70,74,81,115,204,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,30,61,65,81
05,56,58,91,123,176,175,199,163,198,129,83,118,120,128,99,77,52,33,34,44,47,59,74,89
06,72,69,76,129,161,182,214,179,168,171,157,112,116,148,141,69,68,38,38,51,43,67,61,64
07,84,78,84,143,152,218,254,239,218,234,164,167,155,149,159,97,57,48,36,35,46,63,66,71
08,72,65,107,123,181,236,198,260,211,169,146,128,154,143,131,104,61,50,32,46,51,52,73,89
09,208,120,92,189,146,259,201,219,234,144,104,157,114,122,130,87,71,105,54,54,42,57,68,89
10,90,73,80,110,174,171,197,280,333,260,61,72,279,124,152,97,66,55,58,28,33,64,90,84
11,65,65,93,127,147,198,164,238,150,164,95,102,123,156,116,100,72,78,44,33,38,81,78,81
12,83,76,85,95,149,172,224,217,170,165,166,116,140,154,113,88,62,32,36,37,37,76,87,109
13,82,58,85,113,176,146,212,192,187,167,125,97,136,129,128,97,69,59,48,39,40,63,63,82
14,95,68,94,98,160,140,154,178,158,166,92,143,127,170,111,119,80,37,32,42,41,47,94,89
15,93,98,66,101,129,162,199,204,151,78,104,54,82,87,78,58,89,36,36,44,29,58,70,62
16,192,187,63,105,117,132,138,180,178,180,132,97,137,122,74,29,100,47,42,35,34,71,73,63
17,90,58,72,84,135,161,204,209,208,180,142,108,127,120,101,61,37,35,38,37,42,57,72,85
18,100,77,159,69,91,130,188,165,131,107,151,89,84,157,119,103,67,-1,-1,38,35,46,79,73
19,98,65,85,88,122,133,146,149,120,111,98,86,130,132,101,76,72,46,46,33,41,54,59,86
20,107,103,83,97,105,178,192,138,142,131,178,204,101,121,112,81,62,40,48,35,47,70,85,150
21,83,108,81,101,114,125,123,146,147,147,173,109,159,190,153,99,45,47,64,38,65,73,74,119
22,72,86,82,77,112,139,151,149,177,107,75,79,125,20,282,125,60,38,29,27,32,51,68,106
23,68,62,65,123,122,129,172,161,182,134,92,80,94,148,141,79,155,81,38,38,47,46,82,91
24,85,60,59,85,125,154,143,155,107,80,55,55,92,137,108,97,64,44,44,26,35,51,49,75
25,87,60,73,109,103,161,169,155,104,7,-1,1,7,38,76,99,93,67,54,-1,-1,19,40,27
26,24,32,13,28,65,39,36,36,54,33,12,13,17,36,25,19,21,14,18,32,303,176,50,26
27,40,17,15,27,34,35,58,69,121,111,161,256,63,146,41,55,30,41,53,162,12,12,23,23
28,16,22,25,18,54,52,45,96,6,20,74,39,109,131,37,30,36,47,8,18,7,20,24,18
29,23,25,67,17,136,6,6,6,33,125,13,11,21,47,25,89,42,21,45,8,14,18,18,18
30,13,14,15,30,22,28,45,178,142,110,26,15,23,30,52,22,24,124,86,188,53,13,18,14
31,37,51,57,43,147,57,58,24,3,2,1,14,14,44,40,45,11,159,20,51,16,19,2,9
