jul,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
01,184,179,178,215,249,238,222,-1,-1,-1,-1,167,164,131,129,113,98,74,42,82,55,111,-1,0
02,161,-1,192,194,202,-1,-1,-1,-1,-1,-1,180,174,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
03,184,177,198,208,230,240,243,187,241,194,202,126,122,117,141,112,71,-1,-1,-1,-1,105,119,132
04,191,195,194,-1,-1,237,217,189,200,195,185,173,-1,-1,-1,107,81,79,54,39,50,-1,-1,0
05,-1,183,178,190,213,202,220,185,242,244,203,138,-1,-1,-1,135,89,66,50,76,-1,-1,132,169
06,153,173,192,251,257,232,281,-1,-1,223,-1,-1,-1,-1,-1,-1,120,66,58,51,86,99,158,186
07,177,200,208,-1,264,235,250,249,230,196,-1,-1,-1,-1,-1,-1,-1,77,73,56,83,93,126,181
08,187,174,195,182,257,259,214,206,206,202,179,175,161,119,146,131,-1,-1,-1,-1,-1,110,126,177
09,178,182,178,207,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,68,41,35,55,152,168,219
10,190,178,205,191,229,224,229,190,-1,194,150,131,115,111,-1,-1,-1,-1,64,-1,-1,-1,130,0
11,-1,-1,187,229,210,214,-1,216,227,216,-1,-1,138,127,118,145,-1,-1,-1,-1,-1,-1,136,147
12,-1,199,201,213,247,212,237,203,178,191,-1,150,125,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,161,169,135,101,136,124,110,82,-1,-1,70,119,152,193
14,230,206,194,196,207,198,-1,-1,-1,-1,-1,-1,-1,-1,129,107,-1,-1,-1,-1,-1,-1,131,122
15,152,167,191,200,189,191,166,182,218,209,171,121,100,102,106,129,93,60,-1,65,87,110,133,134
16,180,171,182,225,226,222,190,201,190,159,-1,-1,-1,104,83,85,73,43,46,53,65,79,116,157
17,179,188,168,227,-1,266,-1,209,182,216,151,127,-1,-1,-1,-1,-1,89,58,58,-1,-1,-1,184
18,179,214,-1,227,251,-1,187,183,-1,-1,-1,151,-1,-1,-1,-1,-1,91,-1,-1,-1,98,108,135
19,162,181,184,192,230,234,207,178,193,227,-1,155,125,115,151,-1,81,71,-1,-1,-1,-1,-1,224
20,210,163,196,231,230,239,190,163,204,-1,-1,177,114,102,132,116,99,78,64,62,92,94,159,212
21,220,214,223,277,312,267,225,209,187,193,170,168,151,123,124,174,110,93,90,75,100,121,147,223
22,281,302,294,306,299,301,-1,233,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
23,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,140,117,109,99,69,89,129,53,69,118,152,194
24,242,269,286,274,329,343,328,357,130,6,12,236,128,130,162,137,84,124,71,74,83,104,168,255
25,301,310,320,342,292,289,257,242,266,261,208,41,209,105,116,102,91,181,137,166,185,124,138,212
26,263,308,350,377,322,299,248,180,201,205,280,181,155,113,212,188,81,167,121,138,115,157,146,257
27,280,326,349,313,368,330,240,218,254,247,196,147,136,118,99,104,109,95,119,63,67,139,217,241
28,250,291,301,341,326,331,258,207,207,111,6,49,206,212,-1,4,1,-1,9,18,58,85,173,237
29,260,276,317,300,326,328,257,193,150,192,157,107,117,123,115,115,108,73,53,67,97,114,180,235
30,268,294,309,319,334,265,241,190,168,111,164,128,118,107,85,155,79,73,51,67,86,95,155,221
31,291,292,331,302,351,258,188,189,180,265,170,125,128,119,6,20,126,123,87,97,77,44,-1,0
