jul,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
01,110,97,100,63,122,166,175,214,274,286,315,294,265,304,285,293,279,161,110,233,259,221,165,113
02,90,157,94,78,108,149,187,229,264,276,318,340,321,292,285,270,308,316,263,233,237,187,164,120
03,100,86,87,81,105,108,214,269,300,306,329,322,302,311,313,235,328,319,301,265,233,239,52,85
04,157,2,40,37,10,6,0,215,298,313,340,351,323,323,317,268,307,276,249,236,244,198,144,104
05,103,104,94,101,125,190,188,249,298,294,307,305,314,285,252,281,238,259,218,88,160,165,158,103
06,86,83,83,99,107,157,189,265,281,310,351,307,318,332,309,262,293,283,273,221,202,172,138,111
07,107,113,143,155,123,174,219,256,270,291,316,348,288,312,327,280,266,149,259,207,226,164,139,84
08,84,136,109,25,56,239,164,292,303,305,361,366,340,316,308,306,279,276,239,260,267,213,170,193
09,106,142,19,0,0,10,86,305,309,315,314,300,298,287,270,244,194,268,254,183,169,144,103,69
10,72,54,58,67,98,140,166,196,231,291,322,333,329,317,274,213,233,217,157,121,114,116,101,90
11,58,65,49,85,114,207,207,239,281,285,332,312,288,266,266,259,297,247,77,1,50,154,105,59
12,61,96,64,79,114,146,200,239,275,282,301,312,297,301,267,265,246,215,191,154,111,146,94,72
13,67,69,69,125,154,184,199,256,291,262,278,328,308,294,281,284,231,218,264,241,177,146,128,104
14,97,85,95,86,164,165,206,257,288,292,331,322,287,298,279,264,280,257,201,87,208,168,137,107
15,88,74,108,94,161,194,207,248,284,313,328,324,320,275,290,254,245,245,220,200,182,152,120,109
16,103,92,93,101,133,162,260,267,273,276,331,308,271,255,268,241,240,222,198,166,165,158,140,89
17,100,94,102,121,137,177,213,249,286,303,322,334,316,296,298,259,273,252,221,201,171,137,103,148
18,182,98,139,110,65,165,234,244,312,295,340,312,309,299,152,102,111,45,222,192,150,155,132,130
19,102,88,115,117,149,204,229,268,311,304,302,344,307,287,257,253,263,245,222,195,218,183,148,106
20,118,102,129,118,150,183,260,291,311,312,357,330,309,293,298,293,233,226,206,200,153,135,114,90
21,95,79,113,131,144,175,246,266,288,295,352,371,323,322,276,307,272,255,259,239,201,182,137,127
22,102,109,118,114,147,159,234,256,305,327,373,358,299,305,291,238,241,238,227,183,200,152,153,118
23,77,98,122,126,141,198,262,303,328,338,376,356,299,313,248,280,286,240,208,221,174,148,150,109
24,104,94,104,113,123,202,288,285,328,350,356,350,334,308,287,255,258,231,254,237,189,174,127,114
25,111,108,116,115,138,210,252,320,347,367,378,364,331,323,252,222,254,253,211,214,184,162,139,114
26,89,110,102,91,136,194,231,315,352,375,388,385,333,310,271,218,202,223,237,209,164,156,116,127
27,102,92,77,71,155,215,279,320,363,370,392,381,343,343,323,271,288,246,221,199,169,162,116,106
28,101,101,99,102,153,177,279,311,350,336,375,376,354,321,299,242,268,233,212,245,26,183,111,115
29,93,75,82,190,196,112,260,274,307,380,355,373,345,322,264,97,92,226,224,221,176,133,163,110
30,76,114,134,122,143,104,128,62,307,344,379,366,321,298,275,222,234,185,191,217,185,178,149,116
31,98,91,101,101,138,218,276,304,348,326,353,358,315,274,271,256,228,173,128,367,395,223,96,-1
