jul,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
01,295,360,398,331,403,379,408,424,484,412,350,348,289,346,302,199,127,266,92,15,6,24,6,139
02,283,119,297,407,398,418,18,6,6,41,406,576,689,462,328,183,166,6,7,31,61,13,243,179
03,295,382,347,395,364,348,319,8,288,346,346,225,187,234,200,171,143,33,54,182,168,238,292,349
04,386,385,456,233,360,53,84,368,193,330,202,80,231,217,178,176,135,118,160,105,188,287,380,413
05,460,322,289,337,315,351,194,318,320,363,241,18,6,109,161,7,39,125,123,115,289,262,331,358
06,277,352,344,349,344,327,420,176,6,6,76,259,240,189,200,203,128,97,110,130,158,227,339,351
07,348,300,345,359,342,340,289,329,335,358,306,351,295,248,198,204,164,137,110,138,178,254,349,374
08,366,335,332,429,415,412,400,377,394,345,259,229,241,289,258,224,169,112,157,146,178,252,302,66
09,554,344,326,328,370,300,6,110,387,342,334,338,120,11,218,113,63,6,108,220,116,218,305,320
10,323,288,312,365,358,301,319,293,358,243,210,184,193,196,161,174,107,33,6,6,44,268,302,312
11,288,279,260,317,297,268,274,301,295,325,272,214,274,171,137,173,6,7,15,10,99,183,209,191
12,264,218,71,6,104,243,306,303,297,324,137,7,108,60,67,39,78,63,69,61,139,258,240,357
13,276,314,322,297,181,329,326,329,304,92,280,218,234,257,255,139,21,121,127,6,54,279,302,372
14,320,424,394,407,388,388,163,211,427,202,28,6,158,6,33,108,207,133,33,197,187,235,295,295
15,268,265,363,478,455,442,395,396,419,404,352,362,561,587,308,277,289,161,191,207,247,371,421,502
16,443,521,496,448,453,525,487,502,363,166,102,99,209,268,256,225,160,160,183,157,228,312,432,498
17,448,505,536,587,630,552,496,466,436,513,505,266,21,63,27,31,6,270,192,101,141,338,422,403
18,421,474,413,498,387,447,424,407,461,255,372,324,200,183,167,34,6,74,187,187,225,257,361,405
19,322,384,366,411,408,339,418,337,11,6,6,6,27,231,268,227,37,12,19,6,159,275,346,465
20,470,418,442,496,420,402,429,359,407,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,173,240,237
25,250,264,303,359,273,238,232,222,193,308,153,49,110,122,99,135,46,15,75,82,136,197,253,242
26,341,370,304,326,277,230,216,193,119,320,159,155,142,29,98,87,96,156,64,133,134,175,263,255
27,280,302,367,287,268,244,200,202,189,197,168,95,84,94,108,99,71,82,79,70,131,164,227,273
28,303,328,311,344,296,252,246,192,41,15,6,6,99,141,117,120,86,118,153,59,113,167,277,292
29,348,302,309,354,303,212,217,208,232,192,163,128,115,86,114,77,79,90,83,99,117,179,269,283
30,264,278,277,277,197,195,254,214,207,274,218,141,134,67,402,77,131,110,50,94,164,274,277,306
31,370,304,287,352,302,261,229,245,160,29,144,186,40,158,87,91,92,73,85,145,145,-1,-1,-1,-1
