may,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
01,249,80,133,389,425,422,489,468,466,434,367,316,223,203,219,155,104,69,73,107,130,195,245,224
02,266,266,328,413,402,456,498,467,497,416,292,230,210,230,27,6,53,6,109,83,149,157,236,329
03,333,282,292,435,437,518,491,480,473,433,333,222,212,167,282,254,176,131,144,177,192,349,384,383
04,366,421,508,556,554,511,582,584,541,497,402,327,278,266,261,205,157,168,139,153,224,324,392,428
05,363,456,497,591,626,624,569,570,558,459,460,416,294,292,289,242,191,167,163,186,264,364,352,342
06,419,405,429,619,590,483,590,485,555,522,570,501,587,397,299,224,188,152,169,193,216,317,339,384
07,448,564,509,570,626,631,628,524,438,553,458,356,325,435,311,228,118,150,167,150,222,280,335,321
08,402,347,338,598,688,593,513,503,540,467,518,446,291,454,358,250,174,144,153,208,237,322,379,345
09,388,472,546,613,581,647,627,540,521,509,457,397,393,378,241,173,214,128,6,293,251,328,386,420
10,358,435,517,575,597,604,624,625,506,391,472,378,339,330,289,230,189,150,156,294,573,515,357,280
11,371,430,468,597,626,574,585,591,558,546,423,379,313,350,291,249,169,135,131,164,204,291,352,374
12,382,417,451,502,597,622,545,571,444,504,424,345,245,309,172,6,6,155,146,186,219,309,313,367
13,364,442,528,582,349,621,540,568,548,548,91,427,373,384,389,277,159,153,188,183,479,299,430,450
14,465,474,529,410,529,554,578,596,586,549,473,426,443,484,230,6,103,149,193,200,225,323,334,346
15,370,54,212,508,479,481,419,262,364,387,382,311,390,311,86,27,203,184,160,312,209,233,302,299
16,280,411,553,486,483,564,568,500,547,579,460,399,445,659,381,266,212,284,416,181,250,323,404,438
17,345,377,531,621,553,524,543,560,581,503,422,458,380,385,283,250,106,143,160,179,186,295,357,347
18,346,453,465,542,568,548,588,539,532,494,484,579,517,390,353,229,255,169,169,190,218,339,401,433
19,383,447,501,514,595,590,585,552,519,530,502,404,380,346,294,280,206,202,166,221,295,349,434,379
20,376,399,489,545,580,587,561,609,639,602,473,388,283,310,134,6,6,6,6,6,58,126,6,290
21,475,453,451,617,603,528,567,640,564,271,69,387,247,700,151,82,53,6,6,202,167,8,14,469
22,548,463,537,586,562,593,612,599,565,98,556,463,362,360,258,396,241,149,207,209,219,370,388,444
23,354,395,441,539,572,492,362,288,6,6,304,170,228,299,6,6,6,10,142,108,272,144,387,283
24,381,342,442,496,471,440,450,558,476,454,359,314,207,7,7,265,217,92,6,155,377,268,339,310
25,321,428,495,462,507,565,551,435,82,485,389,335,284,277,286,268,199,141,239,160,180,264,334,322
26,405,359,428,470,444,557,570,600,543,520,341,330,464,534,597,498,304,147,242,190,243,311,366,460
27,420,399,404,546,537,230,6,90,10,6,408,301,269,321,6,6,92,6,6,157,57,173,392,350
28,425,431,377,524,465,499,364,352,18,82,394,314,92,358,69,74,12,6,6,284,232,287,295,348
29,327,41,272,504,492,497,22,6,437,520,374,400,349,72,246,7,11,7,54,99,348,295,413,306
30,282,419,454,504,536,520,608,510,379,362,331,45,80,135,193,266,174,128,55,184,199,287,363,394
31,372,480,477,526,625,605,601,581,565,480,400,315,263,309,288,258,197,217,148,187,204,292,377,-1,-1
