may,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
01,21,28,17,29,29,33,23,38,30,24,12,10,9,7,6,11,9,4,7,4,8,8,17,24
02,29,23,29,22,32,22,31,22,23,-1,10,10,7,11,6,15,4,5,8,4,8,16,10,18
03,16,20,11,9,34,34,32,27,22,18,10,4,9,12,0,4,5,5,6,6,13,13,12,19
04,24,11,8,10,14,14,21,38,33,23,10,6,2,2,6,5,3,7,3,8,12,11,14,8
05,16,18,19,4,15,13,45,27,33,19,21,9,5,9,7,7,8,7,9,9,12,9,12,15
06,21,21,17,12,14,20,20,24,13,12,18,11,5,6,4,7,4,5,6,7,12,12,12,16
07,15,16,13,28,22,32,42,36,26,21,9,9,4,8,7,5,1,10,4,10,9,20,8,25
08,19,11,10,27,26,19,8,15,24,22,20,14,12,5,3,1,2,5,11,4,15,20,20,18
09,26,28,20,36,31,42,28,42,44,28,18,13,8,5,11,5,-1,-1,11,8,13,12,12,17
10,17,17,31,34,32,37,37,48,29,29,10,9,7,14,8,7,4,12,8,7,11,18,16,18
11,21,23,35,24,22,41,56,41,29,24,21,10,4,7,8,2,4,2,5,10,12,20,22,19
12,26,13,22,28,26,35,51,50,31,22,17,14,4,4,8,6,5,5,7,12,7,9,26,16
13,26,38,21,13,22,43,32,43,37,26,9,5,6,10,5,6,8,5,4,5,7,11,20,22
14,26,29,25,23,23,32,32,42,34,23,25,9,7,4,5,2,3,2,6,8,11,8,17,9
15,16,12,13,12,18,26,26,32,21,14,9,9,8,6,6,8,5,6,8,3,11,16,26,25
16,23,17,19,21,36,36,52,33,30,19,21,10,9,6,11,6,10,8,9,6,10,18,17,23
17,13,16,21,19,10,33,43,31,36,14,14,12,7,7,5,6,8,6,4,5,9,5,15,10
18,11,19,19,23,18,25,26,23,21,16,8,8,6,0,6,6,7,6,9,5,14,20,14,23
19,22,21,25,12,25,21,38,33,40,14,7,8,6,4,7,11,6,6,11,9,10,15,22,22
20,29,29,31,31,32,30,49,50,41,24,22,13,14,10,7,9,9,5,7,8,15,19,33,36
21,27,40,34,34,33,64,44,58,33,39,21,20,10,19,10,11,8,17,11,17,21,25,21,41
22,35,40,41,48,43,50,66,66,49,33,26,15,14,11,13,8,16,17,9,11,17,23,28,35
23,33,30,38,31,28,37,56,51,34,31,19,13,17,10,8,10,11,11,9,11,15,20,31,18
24,29,27,32,35,30,18,23,43,41,28,28,11,5,9,8,12,8,13,15,10,10,21,26,22
25,28,29,30,32,39,51,44,49,31,44,22,14,15,6,6,11,5,3,9,4,14,9,11,28
26,31,15,23,18,12,36,49,48,38,31,26,12,6,10,8,12,10,8,9,10,14,23,28,26
27,44,28,31,25,40,39,40,52,36,29,22,10,2,14,13,12,7,6,8,16,16,20,20,25
28,41,38,20,30,36,35,60,74,48,39,18,7,11,8,16,15,6,11,17,19,17,13,33,32
29,28,40,29,38,34,48,37,47,-1,22,13,13,11,11,9,7,9,10,7,8,17,17,22,22
30,26,23,21,24,31,36,39,43,32,19,9,3,6,3,6,8,7,12,9,14,14,20,18,19
31,24,11,21,36,38,40,50,39,46,21,14,13,9,10,5,13,11,7,6,6,-1,-1,-1,-1,-1
