may,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
01,16,19,15,18,26,27,17,38,29,33,24,13,9,11,8,8,5,1,3,2,3,8,5,13
02,15,9,29,20,24,23,28,25,19,17,17,18,15,12,5,5,4,3,4,0,4,8,6,9
03,13,15,11,7,26,18,31,21,20,27,15,11,13,15,3,5,2,5,4,4,6,-1,-1,-1,-1
04,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,5,5,8,7
05,11,9,13,8,11,13,32,37,30,22,22,16,7,6,8,2,5,6,2,3,7,6,6,13
06,15,12,15,12,21,27,23,30,19,35,26,18,9,10,7,3,4,1,0,2,8,6,6,9
07,11,12,12,24,17,27,40,42,40,28,22,17,9,13,11,3,6,2,3,7,7,9,4,13
08,13,5,8,24,29,16,20,29,37,41,37,21,14,14,3,2,2,2,4,2,8,6,14,5
09,16,18,17,26,32,43,31,55,48,28,31,17,20,6,6,3,5,4,7,5,4,10,10,6
10,16,14,24,20,37,30,50,55,41,45,23,19,15,18,13,9,6,9,9,6,10,10,10,13
11,22,22,32,19,27,43,75,56,40,32,30,24,11,17,5,10,6,4,3,8,7,10,13,19
12,27,19,18,32,36,42,56,56,36,46,32,24,20,10,14,12,6,3,4,6,4,4,19,12
13,19,33,24,16,22,41,48,52,44,35,20,14,18,23,15,11,10,3,6,5,10,12,17,19
14,31,25,20,27,29,39,43,54,51,43,33,29,9,9,9,8,3,3,3,5,7,11,12,8
15,17,11,25,18,16,35,27,31,30,19,22,22,16,5,13,4,3,7,7,3,8,7,14,17
16,14,17,28,18,31,32,48,30,39,29,32,28,19,26,16,11,7,5,7,5,7,8,12,24
17,17,25,23,20,15,36,46,41,41,29,16,18,11,12,12,8,8,6,5,6,6,4,10,12
18,13,19,23,30,27,38,35,35,41,32,41,18,15,15,10,6,9,7,11,8,9,19,14,21
19,19,29,26,25,39,31,50,41,42,28,14,16,15,15,13,14,6,8,8,3,6,10,11,29
20,47,65,69,51,37,20,46,41,39,37,29,25,15,10,3,7,7,6,6,3,9,13,23,20
21,20,28,24,35,25,47,40,41,36,34,25,22,16,17,14,8,5,12,20,35,25,15,23,30
22,26,60,46,58,60,60,77,75,37,33,26,28,18,16,10,9,8,5,4,2,7,16,14,33
23,29,30,38,27,27,35,47,35,37,32,26,20,14,14,9,10,5,15,5,13,10,9,15,22
24,19,17,25,31,30,17,33,35,33,29,22,18,15,9,6,11,5,8,7,3,12,9,19,20
25,17,30,40,35,27,38,30,33,18,33,29,21,22,8,8,8,11,3,5,1,10,12,17,14
26,24,23,24,30,22,35,52,39,34,21,30,19,23,21,16,21,8,3,5,9,9,12,27,19
27,42,34,35,24,39,45,45,44,37,44,27,17,14,21,12,16,14,5,7,10,4,9,19,29
28,28,30,23,30,35,41,67,76,45,53,36,33,21,19,19,18,2,3,12,17,17,10,20,25
29,31,36,30,33,39,54,53,52,50,39,35,40,21,15,18,16,15,14,3,10,14,19,23,29
30,26,27,30,36,34,21,24,49,40,23,20,18,18,9,13,11,1,2,0,3,4,0,0,0
31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
