Sep,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,59,18,39,64,19,45,14,4,26,9,5,14,38
3,84,17,27,8,16,23,46,17,16,18,72,21,28,87,100,4,19,11,6,-1,-1,-1,-1,-1,-1
4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,4,2,6,53,16,29,12,41,5,11,10,9,62
5,32,32,58,10,2,12,58,54,5,65,203,147,169,204,88,21,50,15,30,21,8,3,25,7
6,69,3,12,48,16,63,36,19,66,110,127,15,74,142,11,4,7,3,22,16,4,11,38,35
7,45,120,176,82,79,54,45,88,58,89,234,84,96,132,87,-1,8,4,2,24,2,5,-1,10
8,9,22,4,36,61,87,84,73,32,2,21,173,182,45,143,3,1,9,4,3,3,2,8,33
9,15,90,119,-1,5,24,48,7,34,13,33,50,55,5,9,6,42,9,29,6,3,4,3,2
10,9,11,3,29,18,30,47,33,60,110,205,178,125,126,46,2,3,6,19,15,4,4,11,44
11,76,6,148,146,42,82,16,37,20,10,38,118,202,127,58,34,15,14,25,9,6,7,4,32
12,19,11,10,-1,4,30,12,8,12,8,99,64,52,101,67,47,88,63,106,94,88,98,99,153
13,214,253,209,141,37,104,88,62,87,108,107,153,158,74,22,83,12,94,37,130,73,33,95,8
14,4,5,-1,12,29,112,94,64,70,73,66,14,42,-1,-1,25,36,5,3,5,3,2,-1,4
15,2,4,15,9,6,-1,14,16,14,5,7,9,45,74,172,10,9,3,10,-1,1,1,-1,31
16,16,36,3,5,8,1,35,61,102,25,-1,3,2,31,15,85,34,36,26,58,40,2,4,11
17,17,197,58,223,74,34,91,93,80,44,75,140,121,111,141,63,38,147,30,90,59,55,63,60
18,18,212,171,163,50,8,66,32,13,17,81,105,73,73,106,109,80,107,61,112,105,82,65,100
19,19,188,181,178,84,30,77,79,110,72,73,185,125,177,141,141,129,197,174,156,97,111,150,91
20,20,200,216,213,139,51,84,77,45,43,72,39,2,-1,25,167,67,154,88,144,135,159,137,-1,-1
21,21,24,122,151,46,48,82,47,20,76,102,153,82,85,116,125,61,18,8,5,61,46,9,4
22,22,9,28,2,56,12,19,27,23,29,42,50,74,66,61,60,24,47,10,36,25,18,41,28
23,23,112,91,115,127,48,37,-1,4,5,1,39,104,148,139,181,126,121,56,114,81,65,83,122
24,24,178,86,160,120,41,94,100,68,70,56,84,45,71,30,108,85,149,67,126,88,85,97,95
25,25,188,131,120,96,39,86,76,53,76,93,173,156,134,130,126,125,187,173,125,134,98,119,170
26,26,151,103,141,90,40,74,91,65,63,70,156,146,123,152,85,134,191,100,101,102,106,67,1
27,27,141,120,119,119,53,85,65,68,38,75,73,137,83,186,121,141,134,162,123,152,112,118,111
28,28,118,162,170,79,51,90,75,64,72,87,185,48,88,101,117,174,109,26,54,104,137,56,195
29,29,121,181,53,179,156,86,60,79,61,67,59,1,10,56,104,16,6,4,3,9,7,5,1
30,30,40,8,-1,2,10,24,19,14,3,1,-1,-1,1,1,65,17,10,4,2,-1,2,1,3
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
