Sep,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
1,4,6,5,10,7,9,15,4,4,4,5,7,7,8,4,3,5,6,10,10,6,4,8,6
2,9,10,4,4,13,11,11,8,2,1,2,4,10,14,8,9,6,9,10,11,8,15,16,9
3,10,9,7,8,3,9,4,7,-1,-1,3,11,3,5,10,4,7,9,13,5,9,10,7,12
4,9,11,7,9,3,7,4,4,5,1,2,4,5,3,4,9,9,9,14,15,7,11,12,9
5,5,2,6,9,7,16,10,2,6,1,3,4,8,8,6,2,5,19,18,11,11,6,10,7
6,9,7,7,7,8,4,3,4,3,3,7,3,6,5,3,2,7,5,4,16,5,6,10,13
7,7,3,10,9,9,7,4,5,4,5,2,2,7,6,4,11,7,13,15,6,11,13,5,16
8,13,4,6,21,9,8,6,3,3,3,2,3,4,2,11,6,14,11,9,9,8,7,7,7
9,9,5,5,3,4,3,5,4,4,4,1,7,1,4,5,7,6,8,8,4,9,11,6,11
10,5,4,5,4,3,6,4,3,1,4,3,2,3,2,6,4,8,10,3,9,10,6,7,7
11,7,8,5,8,3,8,6,5,2,2,5,2,2,2,9,7,6,2,14,8,15,4,14,6
12,3,2,2,4,6,9,2,5,4,1,2,3,6,6,9,6,9,12,12,9,5,9,7,5
13,3,6,7,6,8,8,2,-1,2,7,4,8,3,11,3,7,11,14,22,7,5,8,3,7
14,6,-1,4,4,4,8,2,4,4,3,-1,4,4,2,9,5,10,11,15,13,8,7,8,9
15,6,3,3,4,8,2,6,7,4,3,3,3,3,3,3,3,6,7,11,8,16,15,10,7
16,4,8,5,3,11,4,3,3,-1,3,3,5,7,7,10,8,7,9,14,5,16,9,9,8
17,6,1,5,5,7,6,4,5,2,3,1,6,6,2,2,6,5,7,13,6,7,5,6,6
18,3,7,7,12,4,10,4,2,2,7,2,4,5,3,6,6,6,12,11,7,9,6,8,7
19,5,9,6,8,6,5,10,3,3,2,4,7,6,7,2,4,10,9,10,13,13,6,13,3
20,8,5,6,10,12,12,6,7,4,3,2,8,6,8,8,5,3,6,9,9,7,6,6,9
21,5,8,8,7,15,10,5,6,7,2,8,3,6,5,9,10,5,11,19,14,6,17,16,10
22,-1,-1,-1,-1,4,9,4,1,3,7,4,6,3,4,2,8,7,5,16,10,11,13,14,13
23,9,7,4,14,6,8,5,6,4,4,6,2,4,1,4,5,5,11,8,13,11,14,13,17
24,9,10,8,10,3,4,7,4,2,6,3,3,1,1,11,5,6,6,11,18,14,5,8,5
25,8,2,4,7,5,8,3,1,3,4,1,6,5,4,6,4,2,8,11,13,-1,-1,-1,-1,-1
26,8,11,1,6,10,6,3,2,3,3,3,6,1,4,3,4,5,8,10,12,11,8,8,5
27,9,6,6,4,17,-1,-1,-1,5,2,2,3,11,5,2,6,5,10,11,8,7,8,8,4
28,11,8,8,4,8,6,7,4,5,4,5,6,6,6,4,3,4,5,7,10,12,10,2,6
29,8,12,5,7,12,6,4,6,3,2,3,2,2,6,-1,3,6,7,15,10,14,8,8,10
30,16,8,10,15,10,7,8,4,2,3,2,4,2,1,2,3,6,11,13,12,13,13,12,10
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
