jun,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,38,36,38,54,42,45,51,51,54,62,53,41,41,29,33,23,29,23,25,24,25,32,41,34,""
02,36,44,54,48,54,63,49,50,47,48,44,48,33,46,39,39,32,20,25,24,22,25,34,34,""
03,42,37,30,40,42,58,72,59,48,51,42,50,47,41,44,41,35,18,23,12,20,27,29,40,""
04,26,43,40,47,55,53,44,53,52,46,45,40,49,37,49,59,36,29,24,22,26,20,33,35,""
05,28,47,53,57,69,59,74,69,73,74,60,49,44,40,41,43,39,23,16,15,25,15,37,29,""
06,43,44,58,41,69,67,53,44,47,49,48,45,31,43,40,52,37,18,13,17,19,16,23,24,""
07,25,40,50,51,71,66,55,73,72,64,74,49,66,46,58,49,35,20,18,21,22,25,23,27,""
08,39,39,64,80,94,85,71,69,75,60,54,54,64,29,35,33,17,13,13,8,17,8,17,47,""
09,55,33,43,63,64,68,52,67,90,82,83,58,42,79,83,60,60,34,100,131,172,47,59,120,""
10,47,54,87,106,94,105,66,55,69,90,75,52,56,21,33,34,24,17,14,18,17,29,27,29,""
11,31,33,34,54,58,70,69,12,0,1,81,68,78,110,104,75,52,36,34,46,46,39,46,52,""
12,63,83,87,86,119,101,107,105,74,67,44,34,41,46,102,83,66,43,39,38,34,49,56,64,""
13,76,83,90,110,106,107,84,102,109,80,65,64,37,40,23,59,62,27,24,19,28,48,60,76,""
14,82,89,106,117,119,121,134,102,98,87,90,82,76,92,104,106,70,59,37,33,42,46,54,41,""
15,67,71,121,135,130,152,148,119,129,129,100,83,67,90,92,85,56,42,48,93,51,73,55,57,""
16,92,92,126,120,117,112,120,120,100,95,65,66,68,81,78,100,89,57,45,38,56,55,81,79,""
17,78,108,108,116,122,133,141,120,87,96,81,57,55,60,48,72,28,30,30,27,35,35,50,58,""
18,56,75,86,82,97,102,103,92,64,72,67,52,49,56,52,59,51,33,27,23,38,44,49,61,""
19,60,66,94,88,92,94,82,79,71,63,55,70,67,67,63,73,51,35,36,31,32,35,40,57,""
20,63,53,82,-1,-1,-1,9,0,0,0,1,0,0,0,1,2,0,2,0,6,36,73,83,92,""
21,96,103,107,123,132,110,117,89,93,113,89,74,66,77,90,71,44,52,55,45,46,65,72,79,""
22,81,86,96,105,117,114,102,89,75,51,53,50,54,61,73,81,50,50,56,53,61,47,69,82,""
23,76,88,80,106,113,121,90,77,40,38,75,15,48,77,85,72,69,101,64,49,50,60,79,88,""
24,78,102,103,126,121,97,126,89,81,90,81,60,72,55,98,75,64,53,48,45,46,59,79,95,""
25,76,81,100,94,100,127,123,110,94,95,81,73,75,128,115,78,78,43,46,45,42,58,67,66,""
26,70,88,84,72,106,118,108,103,79,84,69,35,55,54,46,65,65,44,42,31,42,35,61,79,""
27,83,93,128,106,114,155,145,138,102,85,86,54,62,47,49,61,49,54,39,58,51,61,91,74,""
28,102,99,115,109,87,106,110,102,89,97,66,59,57,74,71,48,59,33,24,33,49,60,74,78,""
29,107,101,119,112,133,108,99,89,83,88,69,94,63,86,81,72,54,55,44,52,39,66,65,84,""
30,75,64,65,85,86,93,71,68,57,49,52,66,52,47,58,52,47,40,51,40,41,55,61,-1,""
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
