Jun,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
0,30,42,30,49,43,44,34,37,38,46,27,19,28,18,34,30,20,13,14,20,18,13,13,23
1,31,32,47,51,50,41,45,35,43,46,49,42,24,50,44,40,27,11,16,11,16,18,21,22
2,33,34,43,52,53,61,57,41,47,44,47,31,32,33,46,29,32,13,15,20,22,24,29,33
3,25,48,43,60,59,62,61,46,59,51,51,49,57,61,56,44,22,21,33,15,17,22,24,21
4,24,31,31,45,50,39,38,63,55,34,82,42,38,54,54,63,41,23,16,17,35,22,25,23
5,42,41,50,57,84,90,68,57,62,42,49,42,42,64,84,64,33,25,35,14,27,25,29,37
6,29,29,33,48,59,63,83,79,86,72,60,37,43,41,49,50,28,14,28,27,21,25,39,36
7,34,38,50,47,38,71,47,48,80,52,48,33,37,16,9,6,4,4,6,2,15,14,26,19
8,22,27,37,39,47,59,58,64,81,71,28,7,12,11,15,8,8,4,3,3,12,15,33,40
9,34,75,63,76,81,74,83,36,41,17,10,14,13,10,15,9,19,6,2,12,23,6,7,7
10,13,33,40,38,30,46,30,9,4,7,6,13,5,2,2,11,7,8,8,1,13,6,17,11
11,17,7,21,33,34,39,25,18,9,7,9,0,3,3,2,1,3,7,8,12,14,22,22,29
12,53,44,41,53,45,73,89,102,73,29,25,12,1,19,12,36,13,21,28,29,24,18,25,32
13,19,41,61,66,86,75,250,256,186,57,42,52,66,91,98,62,62,46,14,16,12,16,24,19
14,45,56,71,77,82,81,68,49,68,68,54,51,63,105,63,66,45,29,20,28,20,29,27,18
15,51,58,67,66,75,64,47,52,49,43,51,50,56,58,76,57,33,41,22,25,25,36,49,35
16,29,36,68,72,82,67,56,58,58,56,44,45,23,20,38,56,10,11,33,24,30,32,33,36
17,34,35,49,69,100,79,66,96,100,74,55,50,100,102,96,96,56,40,17,16,31,34,36,24
18,22,45,82,75,96,82,55,81,66,35,35,64,59,60,54,40,35,29,9,15,16,28,26,24
19,24,50,29,53,61,56,55,47,38,29,33,39,56,32,23,17,42,23,34,13,27,28,20,35
20,49,46,58,79,76,75,56,36,42,28,36,32,57,72,59,44,25,24,15,13,18,22,47,38
21,54,35,48,69,55,58,49,46,26,27,40,30,35,37,30,25,21,22,16,26,22,20,24,36
22,41,44,41,42,54,66,36,38,9,28,34,13,37,45,43,38,33,19,18,9,13,25,31,28
23,31,42,30,34,37,56,52,29,34,32,34,20,36,36,37,33,27,19,13,14,18,16,32,17
24,34,19,39,39,46,56,40,51,26,38,23,20,14,26,27,34,21,14,17,14,13,18,19,32
25,33,43,36,43,42,38,51,38,34,29,26,29,31,37,35,29,22,15,12,7,18,20,20,31
26,25,34,46,43,43,51,28,26,40,29,37,32,42,51,55,42,41,13,12,14,23,32,39,39
27,46,33,29,33,42,31,18,41,43,53,32,40,42,39,37,45,30,24,20,22,31,30,36,36
28,43,31,46,39,45,43,42,63,41,37,37,33,48,33,52,38,18,13,7,15,16,16,28,34
29,31,38,40,45,43,52,46,37,16,27,19,14,16,12,29,39,23,13,5,8,22,24,35,22
30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
