aug,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,27,29,35,22,27,28,20,13,17,10,9,7,3,6,9,4,8,7,10,10,10,14,20,29,""
02,31,26,29,32,19,23,20,22,16,12,6,6,8,4,5,7,8,8,11,8,13,11,22,18,""
03,31,36,30,28,32,26,17,13,14,7,5,4,5,9,8,9,8,7,6,11,12,17,16,25,""
04,20,35,25,26,39,17,18,19,11,10,8,8,5,5,5,8,6,12,7,9,12,14,19,31,""
05,34,35,34,29,19,26,20,18,17,28,18,8,6,8,16,7,6,9,4,13,10,21,23,19,""
06,33,26,28,30,27,25,22,18,16,15,10,9,7,8,11,5,8,9,8,12,8,15,18,24,""
07,32,35,33,27,22,25,17,16,20,14,15,10,15,12,7,7,4,15,3,9,12,9,12,24,""
08,24,20,27,23,24,16,13,15,14,16,15,7,8,8,7,10,5,9,7,11,10,12,18,20,""
09,23,27,28,38,31,18,25,18,21,11,10,9,10,11,9,8,10,18,12,12,10,11,18,23,""
10,24,21,32,33,28,25,24,19,23,14,10,13,6,9,6,9,14,14,16,13,17,16,20,18,""
11,36,25,50,40,36,30,29,25,23,15,12,17,17,15,13,14,4,17,14,11,21,23,32,43,""
12,33,33,32,41,44,35,31,43,44,33,30,31,23,21,22,41,36,22,19,25,16,28,44,46,""
13,65,63,56,66,73,67,60,48,41,30,20,17,15,17,14,8,12,13,15,9,12,15,18,24,""
14,25,31,39,36,25,21,26,16,15,13,15,17,9,12,12,8,10,12,12,10,11,11,20,22,""
15,25,20,29,25,24,22,28,15,19,12,8,8,8,9,10,10,7,4,12,8,10,13,18,15,""
16,16,19,22,32,12,17,22,24,14,17,5,6,4,8,8,5,7,13,5,11,8,7,17,16,""
17,22,25,17,22,21,28,25,19,20,17,13,11,7,12,8,6,12,13,5,6,9,12,14,18,""
18,17,22,15,18,14,19,25,21,19,12,10,9,7,9,14,9,12,7,13,10,12,16,14,23,""
19,22,26,26,25,23,18,18,18,11,13,10,7,13,6,11,11,8,5,8,4,9,9,18,27,""
20,25,37,28,27,23,21,17,16,22,11,17,12,12,15,9,9,5,7,4,10,17,11,15,19,""
21,19,12,21,21,7,18,18,19,13,13,9,10,10,9,11,9,17,11,6,9,10,16,16,25,""
22,18,27,18,22,19,22,16,21,8,12,10,6,2,6,12,12,5,9,8,5,10,13,14,22,""
23,15,19,22,25,30,23,15,19,13,13,9,5,6,8,11,11,9,10,11,8,7,13,20,21,""
24,18,19,34,25,16,26,17,20,20,10,7,14,6,15,13,10,16,5,12,14,10,20,15,10,""
25,27,16,29,23,22,20,22,22,17,9,13,11,9,7,6,11,12,12,3,18,14,16,15,19,""
26,21,32,26,26,15,24,14,18,16,15,8,11,8,10,7,9,11,13,5,9,16,19,19,22,""
27,21,26,23,25,24,24,19,17,17,16,11,7,11,11,7,1,9,7,7,13,11,7,17,24,""
28,15,25,22,31,22,21,16,13,13,6,17,6,10,12,10,10,7,5,8,10,6,10,14,19,""
29,18,19,19,23,21,21,19,14,14,16,11,8,12,10,5,8,9,6,5,8,10,8,16,16,""
30,18,18,20,19,23,22,22,20,17,16,10,5,5,7,11,6,13,6,5,7,8,18,22,16,""
31,14,16,20,23,24,13,15,12,16,9,7,13,10,10,9,8,5,6,11,9,-1,-1,-1,-1,""
