aug,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,51,55,66,49,37,45,40,22,27,17,11,11,8,3,7,4,9,13,14,22,25,31,37,54,""
02,58,43,65,44,38,38,27,24,19,19,15,12,15,16,9,16,11,8,20,16,23,24,42,45,""
03,39,51,52,48,45,26,29,32,13,13,10,7,12,9,16,12,8,11,12,20,19,32,33,41,""
04,49,69,55,35,46,35,38,32,19,15,11,11,7,13,10,15,10,5,13,15,18,22,29,41,""
05,37,49,47,43,38,48,29,27,23,22,12,-1,-1,10,9,8,14,20,15,15,24,20,35,36,""
06,51,46,38,37,45,40,41,22,18,15,8,11,10,14,7,7,11,16,12,19,16,34,19,29,""
07,51,51,52,39,31,40,26,34,26,19,16,14,28,15,19,13,8,12,7,14,-1,-1,-1,-1,""
08,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12,16,31,29,34,""
09,45,44,38,50,52,39,39,28,31,19,9,9,9,13,11,12,11,16,13,18,26,27,31,35,""
10,45,41,53,48,43,41,35,23,32,25,15,18,12,19,13,24,16,17,24,20,21,27,31,30,""
11,51,46,58,54,42,44,37,36,28,24,29,24,24,16,16,14,9,18,15,20,31,35,35,48,""
12,50,28,38,37,41,46,38,47,45,25,25,31,30,24,22,27,33,26,16,31,19,41,51,63,""
13,60,69,56,77,67,61,36,39,31,17,16,20,21,21,12,5,9,9,9,7,14,27,25,27,""
14,25,42,39,39,28,21,33,19,17,11,6,9,9,7,20,4,8,10,5,17,17,25,32,30,""
15,39,41,40,38,34,23,25,18,20,13,8,9,6,5,8,5,10,8,12,17,15,23,29,27,""
16,32,33,39,39,23,23,42,21,29,22,20,14,12,11,15,14,10,9,12,20,21,9,29,23,""
17,22,19,33,25,19,26,27,23,19,23,14,16,11,10,10,11,12,5,6,11,6,16,16,17,""
18,19,20,39,35,26,26,34,21,24,10,12,7,9,15,6,10,11,9,7,16,13,22,18,28,""
19,31,43,32,36,29,17,23,21,13,10,7,9,9,7,7,17,8,12,10,10,20,19,23,25,""
20,32,35,33,28,32,23,25,23,19,7,14,13,16,20,14,16,13,19,14,17,26,28,35,18,""
21,17,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
22,-1,-1,-1,-1,-1,-1,-1,21,29,16,12,8,12,9,6,11,11,15,15,15,23,32,20,35,""
23,39,41,39,36,52,34,30,27,18,15,10,10,8,7,6,6,13,10,12,18,25,28,21,41,""
24,33,30,42,36,36,39,31,32,20,16,6,10,7,10,11,8,13,14,22,26,15,26,23,25,""
25,36,33,35,39,33,34,30,29,25,21,23,19,17,13,23,12,8,8,12,20,26,30,31,28,""
26,43,42,33,47,35,38,32,30,27,19,12,15,19,13,11,9,14,15,12,12,21,32,30,35,""
27,31,37,30,31,31,36,33,26,25,14,13,13,18,10,9,4,9,10,7,21,14,21,25,36,""
28,31,22,22,34,29,21,28,28,19,10,10,12,14,12,14,13,12,12,13,9,18,23,27,30,""
29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
