oct,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
01,264,254,306,352,328,336,325,285,348,328,327,302,260,180,150,134,87,94,91,99,136,169,230,261
02,235,235,228,256,221,267,269,280,315,315,267,222,215,183,155,126,113,77,102,98,150,166,202,222
03,238,241,239,281,270,296,251,247,271,281,251,257,269,223,199,154,125,109,102,109,151,205,206,193
04,214,239,265,284,207,260,272,288,298,299,290,234,254,225,198,140,133,102,107,128,165,183,257,290
05,299,288,306,334,318,338,283,318,347,373,325,303,271,203,184,140,110,77,99,121,176,202,264,271
06,290,270,308,318,355,304,316,332,394,407,333,310,248,164,165,132,122,120,113,114,130,231,268,272
07,263,307,311,305,287,325,354,345,344,375,349,308,236,176,157,160,107,99,92,115,163,199,256,289
08,312,306,341,355,359,345,329,312,327,321,287,203,231,153,137,136,98,82,114,127,163,193,229,289
09,286,321,315,375,333,320,338,308,333,333,296,270,238,158,144,124,104,98,93,128,180,181,197,291
10,307,266,286,314,293,261,290,306,314,293,334,240,228,168,153,129,105,104,107,114,199,98,1,2
11,121,323,337,0,298,313,328,300,308,267,105,230,233,181,133,122,102,71,91,112,174,224,255,256
12,311,310,334,336,253,302,335,349,354,331,329,267,205,185,212,170,135,91,110,119,186,204,257,259
13,268,265,315,305,320,285,287,303,232,341,377,262,208,214,175,90,209,109,135,121,217,220,293,305
14,290,296,329,275,298,289,329,325,359,371,311,278,220,186,171,133,112,83,104,125,171,182,261,257
15,312,259,307,347,318,343,347,308,337,334,326,262,230,194,198,172,137,115,111,152,192,203,267,295
16,300,307,344,356,338,341,335,360,372,366,310,272,233,165,147,136,121,97,88,111,174,213,262,250
17,273,305,338,325,341,323,334,330,338,345,318,291,212,214,162,180,159,146,145,189,215,236,289,301
18,336,353,355,386,363,338,341,356,324,367,335,296,236,247,191,211,154,147,136,168,166,207,268,304
19,323,328,393,378,381,354,309,331,337,316,267,205,199,205,177,152,145,110,122,155,175,222,244,275
20,291,315,337,365,347,335,323,354,306,359,87,126,295,264,238,203,151,160,153,176,186,249,284,314
21,348,310,376,394,367,346,300,381,324,391,320,256,213,193,203,194,130,131,129,136,169,234,254,301
22,335,336,358,343,332,303,265,355,311,299,260,230,218,195,186,199,140,149,134,126,173,209,256,303
23,362,308,341,131,311,321,315,355,360,318,150,9,151,287,183,173,153,136,130,159,90,0,0,1
24,1,0,0,43,364,361,304,364,70,230,342,230,278,236,203,165,132,98,130,134,196,226,238,264
25,333,342,369,371,356,315,323,337,369,28,1,127,223,218,180,183,153,126,127,119,3,2,3,0
26,1,0,0,1,2,2,0,0,0,342,323,324,172,225,170,158,127,155,126,153,217,246,258,311
27,326,312,101,2,4,11,92,317,336,364,157,6,251,213,118,1,14,0,1,3,5,5,11,6
28,11,4,2,0,5,33,0,322,309,295,311,315,228,9,181,182,172,129,84,136,167,191,278,318
29,340,373,422,399,157,263,365,51,79,285,320,139,86,107,15,1,0,0,0,55,161,156,214,226
30,268,315,344,389,370,223,0,0,0,0,0,0,0,0,0,0,0,0,0,27,161,189,236,313
31,328,328,332,379,398,366,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
