oct,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
01,30,32,34,41,25,36,36,54,41,26,27,22,15,22,18,12,24,16,22,27,37,40,27,34
02,44,35,31,37,37,33,35,32,34,40,18,32,26,16,14,12,16,13,18,19,26,35,42,41
03,40,30,32,41,38,32,50,34,34,36,26,29,26,23,13,15,16,21,19,26,40,31,34,21
04,28,51,43,38,48,34,43,41,44,34,28,19,18,14,17,11,22,12,12,23,25,39,40,36
05,25,45,40,28,32,37,42,28,41,37,25,17,30,18,20,17,14,14,16,22,32,38,38,38
06,47,37,43,33,36,42,51,34,36,29,22,22,20,19,14,13,18,23,26,17,28,37,30,24
07,31,38,33,31,27,29,40,40,39,18,14,17,14,15,20,10,15,10,33,9,26,32,34,28
08,33,23,28,34,32,30,38,30,32,31,22,15,8,19,13,10,11,15,18,15,17,37,42,30
09,33,29,20,27,22,30,33,32,32,26,18,20,22,14,16,14,10,13,13,28,32,30,33,45
10,25,30,34,24,23,28,31,34,21,27,14,24,20,19,14,9,11,11,7,14,10,32,25,23
11,27,37,35,32,21,32,36,26,31,25,31,21,18,17,15,13,11,15,9,24,34,39,49,41
12,32,34,35,26,24,29,34,33,26,29,21,17,19,16,11,6,17,11,12,22,34,36,31,34
13,39,36,31,31,31,34,34,32,34,25,30,14,21,18,13,15,15,17,21,29,29,40,51,37
14,29,28,47,36,28,44,28,26,30,29,27,25,17,14,10,16,8,16,21,32,35,37,27,43
15,31,35,30,29,24,31,43,41,38,30,22,19,17,13,16,17,15,17,15,22,27,42,44,39
16,53,33,45,40,27,28,36,41,24,23,14,25,19,13,18,17,16,13,10,29,35,40,36,34
17,43,33,44,31,29,26,30,36,31,29,34,18,12,14,8,13,21,12,13,21,37,32,36,32
18,49,42,38,32,41,37,34,30,27,18,18,16,17,8,10,9,18,24,11,19,31,46,35,32
19,43,44,37,35,38,41,37,42,37,31,16,25,13,16,16,15,7,22,14,19,29,32,41,42
20,53,35,46,33,37,45,32,42,30,34,19,24,20,16,24,10,18,15,19,24,36,37,52,49
21,52,59,44,48,45,39,36,34,40,25,24,17,22,16,9,8,13,18,13,21,30,34,39,46
22,40,60,58,56,47,44,41,41,44,36,29,23,20,19,17,12,18,23,28,22,33,42,33,41
23,43,60,49,40,37,31,30,23,28,20,19,13,6,8,6,10,12,16,17,18,30,25,33,40
24,36,47,41,33,30,34,27,41,26,22,16,22,23,16,13,16,15,9,28,21,30,31,33,41
25,30,56,51,39,36,31,26,42,30,36,30,25,18,16,10,19,13,16,14,29,32,38,42,30
26,35,31,32,37,47,32,38,37,19,24,27,23,17,12,14,14,10,20,17,25,33,40,38,29
27,36,34,50,27,37,40,40,35,36,30,26,30,12,10,21,14,12,15,15,25,33,46,41,30
28,32,42,39,48,35,43,37,31,34,24,-1,21,20,11,21,10,12,15,14,28,34,34,34,32
29,50,41,28,30,27,34,28,44,33,23,19,15,24,12,22,9,12,13,19,24,30,35,36,35
30,28,34,36,37,32,34,32,30,30,24,24,23,25,17,16,15,18,18,19,31,31,32,39,35
31,17,26,24,29,38,21,30,43,33,22,22,12,15,14,19,8,12,17,22,19,21,-1,-1,-1,-1
