jan,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,0,0,1,4,3,9,3,3,9,0,17,26,16,13,24,25,29,27,36,28,12,25,21,5,""
02,9,7,6,13,6,20,19,22,31,46,59,62,52,53,47,52,49,37,54,66,45,37,23,15,""
03,17,11,10,11,41,41,39,47,78,95,91,100,86,71,46,91,90,115,139,138,145,122,109,62,""
04,35,20,20,30,26,17,20,29,-1,-1,-1,42,44,55,-1,32,62,31,53,34,25,29,24,22,""
05,12,18,4,6,9,10,10,10,16,27,31,43,30,26,42,46,42,30,29,43,39,35,22,12,""
06,4,9,13,6,11,13,22,12,34,42,57,64,58,59,48,63,68,57,55,43,40,38,31,16,""
07,14,8,11,24,26,26,19,25,42,48,58,64,66,63,61,52,52,80,65,71,48,40,32,26,""
08,21,11,11,16,16,16,27,16,15,36,39,53,53,47,53,23,35,45,35,54,43,36,17,11,""
09,8,6,13,10,14,17,29,20,20,36,33,45,65,49,53,60,37,37,50,34,35,28,29,15,""
10,5,2,8,13,11,19,13,19,21,29,47,64,64,52,59,52,57,60,59,56,52,38,33,19,""
11,11,13,15,16,15,24,27,13,20,50,41,58,12,-1,-1,-1,22,57,59,44,40,32,24,13,""
12,13,13,13,12,19,15,28,21,30,39,63,74,48,70,66,79,71,64,83,77,71,56,41,23,""
13,21,19,23,30,27,28,23,16,46,56,76,86,74,66,60,92,81,98,58,81,69,49,44,21,""
14,17,28,21,28,40,24,16,30,30,47,66,71,64,44,50,67,61,84,78,75,43,37,33,15,""
15,9,8,11,17,26,12,34,16,39,39,69,63,52,36,52,165,133,117,73,70,46,63,39,21,""
16,18,13,17,20,23,24,21,24,54,64,87,92,90,81,91,86,98,92,94,78,87,52,44,29,""
17,15,9,15,27,51,15,23,32,48,60,74,72,63,61,63,64,86,59,57,77,95,37,40,20,""
18,24,22,18,19,22,20,37,21,23,46,70,60,76,61,61,69,60,36,51,67,63,65,57,32,""
19,17,25,31,36,44,42,54,59,58,59,95,97,84,86,88,105,98,105,95,84,82,70,42,34,""
20,27,17,17,35,32,35,36,38,50,63,83,100,95,93,73,91,92,90,63,95,77,69,48,29,""
21,21,20,21,32,50,38,44,62,64,76,100,100,81,89,107,109,125,109,100,104,75,72,43,36,""
22,17,22,30,11,18,20,20,27,33,34,78,65,46,51,47,64,72,60,45,49,59,49,35,10,""
23,13,20,19,25,34,28,35,34,49,46,52,68,69,48,51,54,61,-1,-1,83,98,82,54,33,""
24,28,22,31,37,37,50,35,42,36,49,72,84,74,75,77,73,92,86,68,102,67,60,36,21,""
25,26,21,27,28,27,26,27,30,47,71,92,103,88,70,86,78,72,73,68,72,70,57,42,21,""
26,18,10,14,20,20,34,29,30,51,54,85,101,95,100,99,106,98,96,96,94,92,67,40,22,""
27,15,30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
28,-1,-1,-1,-1,-1,-1,-1,-1,66,83,105,150,135,115,96,121,107,111,119,97,77,60,42,34,""
29,19,30,39,31,36,40,50,30,37,68,82,110,87,87,84,79,61,55,50,71,80,58,36,26,""
30,22,26,18,22,29,43,24,30,49,62,59,70,80,66,54,55,67,55,46,59,76,65,39,30,""
31,16,16,27,21,41,51,43,56,35,48,63,104,79,83,91,94,86,79,96,83,59,47,37,24,""
