jan,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,4,11,9,10,14,17,20,20,14,12,4,4,6,6,6,4,3,3,2,3,4,3,8,6,""
02,9,10,15,8,11,11,5,4,5,10,10,9,3,9,9,2,8,7,9,3,4,11,7,16,""
03,24,21,35,20,19,21,13,20,9,6,6,5,17,24,26,17,21,16,13,20,12,11,24,21,""
04,30,37,39,26,25,15,20,13,11,9,12,14,12,13,7,7,7,6,13,7,8,10,9,17,""
05,14,22,20,15,12,21,18,10,7,14,5,11,5,15,7,4,5,3,8,6,9,10,10,6,""
06,10,20,20,24,21,23,18,7,13,17,9,12,11,4,7,9,12,4,8,5,6,9,12,6,""
07,18,17,26,28,16,16,17,8,11,16,4,14,7,9,7,6,2,1,4,6,6,6,8,13,""
08,9,21,13,13,15,21,16,15,18,13,8,5,2,10,3,2,5,8,2,3,5,6,6,9,""
09,13,11,17,19,10,14,6,6,8,12,5,8,11,10,5,4,1,6,6,3,8,5,10,11,""
10,8,13,13,12,17,21,10,13,16,9,14,12,10,5,6,6,5,4,10,5,10,4,13,5,""
11,11,11,28,23,10,11,12,10,16,13,16,6,13,10,8,13,7,8,1,2,12,4,11,8,""
12,7,17,9,22,15,15,16,11,8,12,6,11,8,10,6,2,2,2,3,4,4,12,9,8,""
13,12,12,17,18,17,16,10,3,7,6,7,10,6,9,3,5,4,5,4,5,4,8,8,8,""
14,16,21,13,30,8,15,10,4,10,6,1,4,8,6,4,7,3,4,5,2,9,5,7,6,""
15,7,14,10,12,15,12,9,10,17,5,8,8,13,10,6,11,5,2,2,3,2,7,4,23,""
16,16,16,24,22,26,13,13,5,14,9,5,6,18,10,6,7,12,3,3,4,7,3,3,17,""
17,17,19,16,15,17,15,16,9,5,13,10,16,6,7,12,6,4,5,6,4,7,3,9,11,""
18,15,14,21,28,21,15,10,17,10,15,12,15,14,12,4,4,5,0,4,3,3,5,6,20,""
19,11,14,16,21,17,11,21,11,8,5,6,3,8,5,4,2,3,2,5,0,4,8,6,10,""
20,10,20,23,16,18,13,12,6,2,5,7,8,5,4,4,5,1,3,6,13,9,9,5,6,""
21,15,17,17,22,26,14,14,13,6,13,5,5,5,4,2,4,8,3,7,4,2,9,5,4,""
22,6,12,12,18,13,13,5,7,10,1,5,9,10,5,1,8,8,2,2,1,7,5,8,10,""
23,10,17,10,18,16,14,12,9,12,7,6,9,9,9,3,3,10,5,2,6,6,8,9,16,""
24,21,12,17,9,13,11,10,15,21,7,5,8,2,11,10,5,12,5,3,2,9,1,8,7,""
25,12,19,17,26,20,17,10,9,7,7,9,7,8,7,5,4,4,3,7,16,5,3,4,11,""
26,11,20,14,21,18,17,17,12,12,3,1,1,3,1,2,1,0,6,5,5,1,4,0,10,""
27,5,5,2,6,6,2,4,3,7,3,4,7,0,0,0,0,1,4,2,2,1,0,4,4,""
28,4,5,3,3,7,8,6,2,2,4,1,3,0,1,1,0,0,1,1,0,1,2,1,0,""
29,6,1,3,1,6,1,4,2,2,2,1,1,1,1,1,1,2,0,7,3,2,5,2,5,""
30,5,1,7,6,4,3,7,2,2,3,3,4,4,1,0,0,2,0,2,0,1,1,3,0,""
31,2,3,6,7,2,3,2,1,2,2,1,2,3,2,3,2,4,2,2,1,0,0,-1,-1,""
[E]cfahg'jf,"zzlgzIzbpgl}'kl"
