jan,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,85,105,130,123,119,128,124,141,121,124,91,65,51,58,46,55,48,169,117,122,145,132,218,157,""
02,158,167,115,138,313,376,346,384,384,452,515,555,307,315,216,205,145,168,123,82,117,133,113,113,""
03,209,334,303,271,339,353,319,290,303,128,98,143,196,156,293,207,201,151,168,187,182,167,192,169,""
04,182,186,105,154,199,178,167,173,162,191,157,232,193,213,236,206,133,105,104,65,57,68,61,55,""
05,61,54,71,57,94,79,82,86,129,112,116,137,73,102,154,131,127,146,151,154,99,89,88,94,""
06,77,84,105,130,96,88,101,111,112,96,96,82,91,54,85,74,74,75,76,108,76,60,79,79,""
07,84,74,84,96,94,93,86,109,122,112,111,93,70,90,88,78,76,79,74,70,89,66,89,104,""
08,81,112,97,84,107,125,98,101,89,114,110,137,100,100,97,78,67,48,59,84,61,91,84,87,""
09,106,122,116,118,134,118,132,98,95,107,107,110,112,184,79,97,85,69,72,104,70,82,93,94,""
10,98,123,96,128,99,100,120,97,132,100,107,91,77,100,85,58,75,70,85,91,98,92,86,100,""
11,103,98,122,86,81,111,106,88,70,87,104,102,89,89,98,81,67,68,66,84,70,76,66,91,""
12,93,92,86,104,126,98,91,102,72,87,99,93,82,61,77,65,64,52,67,61,68,90,87,88,""
13,99,101,90,83,91,83,52,74,57,76,89,79,52,56,71,62,55,75,-1,111,74,64,89,-1,""
14,105,96,78,91,97,90,89,83,80,117,76,76,85,63,1,52,51,112,169,66,75,73,74,65,""
15,62,75,89,78,73,74,103,70,84,106,91,86,71,83,89,56,62,86,120,75,74,78,67,60,""
16,72,88,-1,96,-1,-1,-1,-1,87,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
17,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
18,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
19,14,49,21,27,25,19,15,16,29,25,24,37,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
20,29,47,39,30,55,44,39,67,59,36,46,72,44,43,35,22,15,36,25,25,18,28,39,35,""
21,42,47,41,48,39,31,38,51,28,43,34,53,52,40,40,30,22,17,22,26,37,22,39,35,""
22,24,44,32,36,34,32,22,19,29,28,52,38,41,40,24,9,27,12,21,25,22,26,29,36,""
23,32,33,56,26,44,53,34,26,23,34,47,47,36,17,31,27,22,27,26,30,27,-1,-1,-1,""
24,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
25,76,78,92,49,42,49,50,61,53,101,67,77,29,45,40,29,25,28,25,22,24,31,23,19,""
26,21,20,29,27,27,28,25,30,22,35,26,36,39,9,21,17,29,22,19,21,34,29,41,37,""
27,23,28,29,33,19,26,26,23,26,30,37,24,29,31,41,93,76,47,25,35,96,200,158,153,""
28,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,42,12,-1,-1,-1,-1,-1,""
29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
