jan,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,32,23,41,34,38,55,47,38,36,49,26,25,11,13,7,5,12,34,8,8,12,17,29,35,""
02,39,39,41,34,41,39,37,33,33,31,32,23,23,11,18,5,11,6,10,5,13,21,18,33,""
03,27,41,42,34,52,33,68,56,32,19,30,32,22,21,10,13,13,16,15,18,18,15,28,28,""
04,37,39,65,81,78,79,62,55,31,40,31,35,22,13,13,10,14,8,8,7,6,17,12,24,""
05,22,30,37,37,46,34,36,32,36,24,42,20,29,17,15,12,9,5,7,7,21,18,19,18,""
06,31,38,41,37,39,40,35,33,29,27,43,28,21,21,14,14,11,6,7,6,14,17,29,31,""
07,41,36,35,39,62,52,39,44,37,42,29,28,32,23,16,9,4,10,10,11,13,17,30,39,""
08,49,49,48,50,49,52,56,53,36,27,37,23,29,20,16,10,11,14,5,12,9,21,25,22,""
09,27,37,48,41,44,61,53,41,32,40,28,24,26,24,9,11,7,8,10,5,12,10,24,21,""
10,29,24,26,35,51,26,30,31,39,24,31,17,27,15,14,10,7,19,21,26,-1,-1,-1,-1,""
11,-1,-1,34,37,42,39,43,46,24,-1,-1,46,24,22,12,17,9,7,12,21,-1,-1,-1,-1,""
12,-1,70,76,53,27,25,37,55,22,26,36,22,23,16,29,6,12,5,4,6,8,8,29,27,""
13,36,68,61,45,48,41,63,37,32,32,29,31,31,26,13,11,5,7,5,7,7,19,24,21,""
14,30,48,42,39,56,47,69,40,42,39,42,38,33,22,25,24,17,14,12,15,37,15,40,57,""
15,-1,53,28,52,62,64,53,43,35,28,34,43,22,17,23,17,8,11,7,9,18,16,16,23,""
16,21,37,40,-1,-1,-1,63,54,48,59,42,43,38,17,26,19,10,5,4,6,-1,-1,24,36,""
17,32,34,42,50,49,43,40,34,35,29,38,19,27,21,12,7,9,6,11,8,10,8,25,28,""
18,35,46,40,43,34,42,47,38,36,42,34,36,32,31,18,10,16,25,-1,11,15,31,36,47,""
19,58,76,80,75,46,72,51,53,57,43,62,59,31,20,18,12,8,7,3,5,5,14,25,40,""
20,46,46,68,56,68,53,62,41,36,43,47,42,38,32,28,8,11,2,5,6,18,24,23,17,""
21,46,54,70,49,60,55,55,46,27,64,55,32,39,26,23,15,12,43,20,7,22,17,17,28,""
22,33,47,38,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10,12,9,29,35,""
23,41,27,34,58,61,54,49,39,41,57,46,46,24,21,14,14,12,4,7,23,18,16,22,30,""
24,36,34,44,36,42,35,34,37,32,26,36,35,30,18,15,13,5,5,11,8,18,11,17,31,""
25,28,32,26,44,38,38,46,22,36,42,36,31,26,24,39,11,10,9,6,14,16,21,19,25,""
26,23,36,31,32,44,45,36,28,26,21,17,23,18,19,15,14,13,3,9,8,11,16,17,21,""
27,24,35,27,36,47,34,50,29,36,31,33,34,26,21,14,9,7,7,9,7,11,16,30,37,""
28,31,79,75,42,47,56,-1,70,41,31,25,28,19,26,21,12,13,14,17,14,12,13,18,23,""
29,32,39,39,36,30,28,36,28,35,26,35,29,33,14,11,14,4,4,7,9,15,16,32,29,""
30,37,32,25,30,47,23,29,18,25,25,27,41,18,12,-1,10,9,19,5,8,6,9,20,27,""
31,27,41,38,35,28,21,20,20,24,20,23,29,19,14,15,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
