oct,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
01,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,34,39,-1,-1,-1,-1,-1
03,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,85,-1,72,-1,-1,10,61,69,92,90,123,78
04,65,112,209,122,130,130,150,134,-1,75,84,74,89,153,96,27,19,54,33,46,-1,-1,-1,-1,-1
05,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,85,108,103,59,111,46,31,77,35,61,87,107,104
06,146,187,144,122,150,146,147,136,108,157,168,27,116,101,93,95,30,90,61,42,65,83,88,94
07,135,182,182,163,138,164,147,112,128,117,-1,-1,-1,-1,-1,-1,-1,45,56,80,110,82,167,190
08,-1,255,240,240,239,241,212,203,119,129,135,135,101,-1,67,69,43,39,49,72,68,90,91,149
09,137,137,163,170,162,169,172,162,100,74,91,100,88,116,96,38,41,46,48,62,94,109,147,181
10,179,229,232,242,229,249,224,171,165,155,173,111,77,104,69,33,23,19,21,33,71,-1,-1,-1,-1
11,-1,-1,-1,-1,-1,-1,-1,15,126,-1,-1,175,138,115,115,83,-1,22,84,69,103,-1,33,155
12,201,237,243,248,268,251,227,177,168,-1,83,158,128,90,122,51,-1,46,59,76,112,146,142,143
13,197,287,306,274,264,218,238,167,218,206,188,171,93,143,114,45,57,31,68,75,107,106,165,172
14,221,246,257,246,195,200,172,227,117,136,188,123,86,124,128,76,79,45,44,57,70,123,141,247
15,292,302,244,329,297,273,223,138,119,252,99,154,-1,113,145,111,67,79,42,140,183,207,-1,204
16,256,287,312,292,302,307,329,106,282,198,168,99,-1,112,82,69,54,70,97,119,148,192,206,264
17,252,300,336,341,325,311,295,230,213,192,234,87,64,161,95,108,26,32,54,127,176,227,237,256
18,288,354,356,327,324,315,276,244,176,211,175,235,234,180,77,88,59,122,129,151,208,223,158,192
19,239,220,250,265,269,240,205,207,201,182,147,178,111,74,53,88,42,78,56,93,101,116,182,229
20,252,318,296,261,299,256,230,164,267,261,250,211,156,152,149,109,53,34,58,93,83,175,183,220
21,252,261,278,263,239,247,242,-1,129,-1,-1,-1,-1,-1,155,77,51,52,93,108,151,190,206,278
22,325,357,388,360,310,319,220,210,169,180,-1,107,157,-1,-1,118,58,142,97,87,167,189,198,227
23,280,243,289,258,276,316,266,235,161,133,168,-1,-1,-1,-1,-1,180,96,141,145,172,198,229,286
24,309,394,342,379,411,388,333,243,266,207,307,-1,-1,211,194,140,149,225,140,171,207,235,253,256
25,378,389,398,345,388,335,265,284,193,197,-1,-1,-1,178,163,115,182,167,210,111,153,185,242,292
26,298,321,303,305,344,299,253,230,207,188,246,232,180,204,190,168,95,101,113,143,146,192,219,265
27,370,397,366,349,381,342,304,221,134,80,81,114,85,57,58,28,70,30,45,64,80,78,180,265
28,333,330,341,267,277,272,194,196,184,220,192,275,-1,-1,59,-1,48,55,103,129,151,205,233,198
29,257,246,260,245,212,182,204,183,176,162,185,-1,124,95,67,66,44,16,45,63,122,127,141,167
30,155,219,200,227,179,182,194,208,163,206,140,160,183,136,122,104,71,68,89,100,122,138,199,212
31,199,231,249,221,234,224,193,224,154,169,160,171,123,64,100,68,54,18,30,119,155,179,151,-1,-1
