oct,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,73,67,76,70,61,56,54,64,60,66,42,55,43,51,47,41,39,31,18,30,34,56,61,44,""
02,54,63,39,48,55,53,48,45,44,70,66,55,59,44,45,36,39,37,57,44,37,53,67,69,""
03,64,61,76,63,55,49,61,54,62,77,51,64,36,30,43,40,41,34,39,38,51,70,34,17,""
04,22,10,8,45,44,53,53,57,63,63,53,60,37,43,33,37,35,46,21,30,35,43,51,59,""
05,50,54,48,40,45,65,59,52,55,49,57,49,40,43,38,44,31,51,38,38,35,44,49,71,""
06,63,55,71,51,56,53,61,39,51,44,55,53,43,38,33,23,28,29,35,41,51,58,45,62,""
07,59,45,55,61,40,56,45,61,40,42,63,58,39,49,44,37,44,32,27,38,35,53,63,60,""
08,62,58,49,51,27,34,39,35,57,50,53,63,35,39,46,26,23,45,39,34,34,43,48,58,""
09,67,68,46,53,62,48,43,41,40,56,40,43,37,35,37,40,39,55,49,43,56,49,46,54,""
10,54,57,51,40,48,47,56,46,42,51,34,39,44,32,33,34,39,49,29,31,32,56,51,72,""
11,63,57,65,59,44,48,-1,-1,-1,-1,-1,-1,-1,17,32,31,47,38,30,31,40,57,36,25,""
12,13,8,20,42,47,49,58,47,40,50,58,60,43,51,44,35,35,41,36,40,55,46,75,52,""
13,71,50,52,56,44,46,43,46,55,42,50,52,49,35,40,39,33,37,39,37,41,61,51,56,""
14,62,65,66,52,51,54,60,71,51,56,68,50,44,58,56,22,41,41,42,40,48,40,52,74,""
15,77,66,56,61,58,46,48,48,34,44,40,35,40,34,31,35,44,38,38,34,43,46,49,56,""
16,43,54,69,55,51,57,38,44,53,46,46,48,36,29,31,30,29,43,33,35,36,48,48,78,""
17,67,60,65,72,56,50,55,34,37,50,42,39,31,42,40,18,35,39,33,34,51,46,39,54,""
18,48,51,45,41,40,33,39,26,40,52,49,62,40,28,34,36,29,33,30,44,49,46,62,70,""
19,75,75,68,48,57,54,47,62,54,45,49,36,48,52,32,36,41,42,33,48,28,57,62,68,""
20,70,66,68,50,54,60,69,66,50,33,45,35,34,30,33,34,35,34,41,30,30,40,67,72,""
21,71,74,79,58,66,63,43,61,40,48,43,37,40,47,34,28,34,31,38,41,45,35,69,68,""
22,77,62,60,52,61,61,70,42,54,52,46,37,36,29,35,30,29,25,34,50,47,49,49,58,""
23,48,56,57,56,51,56,49,40,34,33,40,31,36,35,27,28,35,27,34,32,43,33,39,41,""
24,42,52,58,47,40,51,56,45,39,43,29,35,27,28,19,38,16,12,40,40,40,49,52,54,""
25,66,64,60,52,53,50,56,61,60,55,36,44,32,37,27,39,27,23,40,36,50,47,59,60,""
26,67,92,65,50,65,54,66,53,48,61,64,34,36,27,24,39,27,39,41,44,51,47,64,57,""
27,65,79,58,59,85,64,81,50,58,47,53,40,49,40,28,46,39,40,54,40,53,45,58,56,""
28,71,66,67,50,66,55,70,56,45,43,51,50,36,38,34,23,33,38,30,62,35,69,61,59,""
29,65,48,57,55,43,45,35,55,53,40,37,46,50,47,32,37,37,40,39,44,39,52,47,59,""
30,77,58,64,48,43,41,52,64,52,44,51,25,39,25,15,32,37,48,36,41,54,44,51,49,""
31,65,73,59,53,48,70,49,47,49,38,42,46,48,36,26,36,38,34,39,35,37,42,51,-1,""
