oct,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,6,6,4,14,18,18,14,11,30,31,20,29,33,38,36,32,33,38,36,20,25,21,12,15,""
02,4,28,21,25,23,22,26,13,23,36,56,27,53,47,45,62,53,75,75,73,49,34,20,8,""
03,3,9,4,8,8,10,15,8,27,45,47,37,38,44,32,41,40,33,28,38,25,31,10,1,""
04,8,10,16,12,12,11,23,23,32,37,49,53,70,62,66,73,55,74,63,44,46,37,17,13,""
05,11,14,12,15,24,25,20,26,38,30,56,54,63,43,32,41,54,63,68,54,60,58,28,23,""
06,13,11,22,14,7,11,18,38,26,29,58,50,40,50,52,49,31,24,41,40,32,29,10,5,""
07,7,2,2,4,18,25,23,15,23,26,31,38,55,50,54,38,66,34,36,45,23,22,22,23,""
08,13,8,7,9,17,11,20,10,22,29,27,36,40,33,23,44,48,62,52,49,30,40,13,9,""
09,7,8,13,57,56,41,26,13,32,44,58,41,46,39,32,36,49,27,18,30,36,47,35,24,""
10,23,16,27,43,48,33,14,3,21,19,29,32,27,34,31,39,44,41,43,19,29,22,19,33,""
11,26,24,10,9,12,13,10,16,20,56,42,49,44,47,42,45,57,69,83,77,34,21,25,9,""
12,6,11,13,18,27,11,16,20,51,57,59,51,63,56,56,56,31,51,47,24,22,49,28,11,""
13,11,14,25,29,21,10,16,34,49,53,61,53,43,22,52,36,41,28,18,28,22,10,19,12,""
14,20,11,31,33,40,30,11,11,19,32,55,48,46,44,45,61,26,43,36,23,32,28,29,20,""
15,21,23,12,22,20,15,9,21,35,57,42,45,49,36,39,50,42,49,56,62,52,50,37,15,""
16,16,21,18,12,49,20,17,28,28,44,57,62,78,59,67,73,74,37,49,53,33,37,21,20,""
17,6,10,17,31,39,18,11,21,40,73,65,83,60,59,70,73,54,40,50,50,32,26,19,12,""
18,6,12,23,21,27,20,25,31,45,54,65,47,71,80,82,77,36,15,12,34,39,32,17,17,""
19,9,13,13,21,10,16,18,18,32,32,47,43,34,50,48,51,39,31,25,36,39,17,25,20,""
20,11,4,15,10,22,13,14,41,72,72,67,56,58,63,96,80,63,60,43,46,45,43,23,24,""
21,17,13,26,32,30,22,22,38,53,68,74,66,62,79,79,74,72,70,47,39,30,25,38,12,""
22,11,7,19,23,36,20,34,43,73,89,98,69,84,103,108,108,90,77,36,27,22,31,28,13,""
23,14,10,12,11,20,21,9,11,3,4,3,6,9,16,13,21,6,13,9,7,2,2,4,1,""
24,1,1,2,0,4,1,2,7,6,3,13,8,9,54,27,30,11,9,6,7,12,4,6,3,""
25,4,1,2,3,2,1,1,1,4,3,7,10,5,5,16,27,5,16,6,4,4,8,5,0,""
26,0,1,6,4,13,8,6,11,7,16,21,28,25,25,21,31,18,23,11,11,15,56,58,38,""
27,26,28,47,38,12,13,17,32,61,79,95,62,83,73,87,90,58,59,53,66,65,77,49,35,""
28,28,30,50,59,54,33,23,42,70,102,105,89,101,100,99,115,95,104,85,100,87,67,49,35,""
29,26,37,30,44,50,45,46,53,52,109,127,97,93,64,84,91,102,76,90,97,40,16,26,32,""
30,25,28,40,38,42,13,18,21,35,64,69,84,67,58,63,70,64,60,108,83,85,58,47,32,""
31,27,14,7,17,16,15,16,31,34,58,93,76,86,77,67,63,48,53,52,78,55,37,35,20,""
