oct,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,36,45,42,65,52,141,230,218,234,244,189,218,219,222,205,227,208,185,211,94,66,40,43,27,""
02,28,28,48,39,38,47,116,239,247,239,199,193,220,230,207,251,216,121,63,62,56,45,25,0,""
03,25,24,42,153,178,166,208,227,238,258,211,205,217,220,113,199,190,219,200,138,48,41,33,31,""
04,0,33,30,49,43,159,0,200,0,230,217,0,199,182,0,185,199,0,157,171,143,0,135,58,""
05,36,0,29,54,50,157,200,212,198,224,197,216,192,175,167,88,158,206,179,169,140,125,137,79,""
06,107,81,46,49,28,183,195,197,216,226,215,228,196,173,159,58,74,90,79,69,31,35,26,30,""
07,51,69,77,30,42,113,120,153,215,212,208,221,173,203,155,69,87,59,78,81,54,58,42,47,""
08,39,42,30,65,86,115,148,166,169,167,169,176,170,162,89,61,69,68,128,145,132,119,112,105,""
09,109,95,102,171,138,159,156,204,218,221,194,207,201,194,200,198,179,177,157,163,147,134,98,73,""
10,29,28,71,96,94,45,135,159,229,196,200,199,148,171,107,109,150,144,132,150,117,113,95,74,""
11,95,78,117,106,91,91,135,167,178,155,151,114,88,87,123,84,105,121,88,28,38,29,22,18,""
12,18,17,26,21,26,93,141,182,190,183,154,157,145,157,95,60,59,51,53,35,37,42,32,32,""
13,27,39,47,73,85,172,177,222,205,262,217,255,233,190,160,53,60,48,46,56,39,37,46,33,""
14,22,37,38,53,65,174,224,214,214,227,199,231,222,221,114,50,60,49,37,42,35,31,32,26,""
15,18,25,21,53,40,80,127,210,192,223,205,229,210,202,142,48,57,42,50,38,32,23,35,40,""
16,51,45,48,45,56,52,175,214,190,210,213,220,218,207,178,213,162,174,149,161,154,127,94,29,""
17,19,32,32,46,42,76,183,132,218,236,231,238,258,227,230,227,198,175,158,159,159,109,91,88,""
18,99,118,102,68,64,151,184,182,220,201,221,209,217,189,125,48,66,77,56,52,44,54,49,53,""
19,28,26,39,41,48,126,181,218,205,218,171,210,232,207,132,54,53,69,61,54,31,25,19,13,""
20,18,20,18,55,102,122,160,196,196,217,196,198,196,192,155,169,161,156,128,117,83,91,77,28,""
21,18,23,36,36,35,131,159,177,183,154,158,181,164,161,112,57,57,62,46,67,36,25,43,37,""
22,26,34,54,64,43,65,84,188,267,245,235,218,209,219,195,81,163,94,117,85,95,82,75,93,""
23,92,83,50,59,45,83,175,187,202,173,153,195,168,113,175,147,142,154,143,129,93,111,107,74,""
24,61,31,49,33,30,38,42,57,60,138,212,236,231,201,211,212,166,162,154,133,127,84,86,81,""
25,82,75,53,37,54,110,174,192,199,182,180,162,147,196,116,74,61,46,47,32,36,27,33,32,""
26,31,22,28,41,36,166,181,206,226,220,218,228,202,206,133,144,197,181,120,127,108,120,121,50,""
27,34,21,21,46,39,154,182,204,173,152,165,190,169,149,121,49,118,164,146,148,128,124,130,102,""
28,76,86,37,113,134,185,166,219,210,244,213,241,197,189,145,155,129,120,94,154,146,121,123,26,""
29,20,32,40,59,79,153,187,184,196,206,211,204,184,189,108,159,151,145,125,133,132,124,111,50,""
30,23,39,60,161,129,138,158,183,210,221,238,212,198,174,190,174,177,133,114,117,126,88,103,96,""
31,72,101,105,109,113,120,160,200,203,210,192,181,180,174,157,132,121,125,119,120,112,86,115,-1,""
