Jun,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
1,4,1,-1,2,5,1,2,1,-1,1,2,1,1,2,1,1,1,-1,2,2,3,2,6,5
2,-1,1,2,-1,2,2,2,-1,2,1,-1,3,4,2,2,2,3,4,2,4,2,4,3,2
3,4,2,1,2,-1,1,3,-1,-1,3,-1,1,-1,1,2,2,2,1,2,6,3,2,1,5
4,1,1,2,2,-1,1,2,1,2,-1,2,2,1,2,3,1,-1,-1,2,1,3,-1,8,2
5,1,1,3,-1,3,-1,-1,-1,-1,5,-1,1,-1,-1,-1,2,2,5,6,10,4,10,-1,-1,-1
6,2,1,1,2,4,3,1,2,2,-1,1,1,-1,-1,2,-1,1,1,4,3,3,2,5,2
7,4,3,3,4,2,-1,1,-1,-1,-1,1,-1,-1,-1,3,1,1,5,3,2,3,7,10,8
8,4,8,4,3,3,3,2,4,-1,3,-1,-1,2,3,2,-1,3,4,5,6,3,6,5,9
9,4,6,2,2,3,3,-1,5,1,2,-1,3,3,4,1,1,6,4,5,3,5,11,2,12
10,3,2,2,7,4,4,2,3,-1,1,-1,-1,1,3,3,3,3,2,6,6,12,6,4,3
11,3,3,3,2,-1,4,2,1,2,3,-1,2,1,2,3,5,6,5,5,2,6,9,6,6
12,2,2,2,1,3,4,2,2,2,-1,-1,3,6,1,1,1,2,4,6,8,3,5,4,3
13,6,4,9,4,3,3,4,1,1,1,1,-1,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14,1,3,4,1,5,7,5,1,1,1,3,-1,2,2,1,1,1,4,5,6,9,4,3,5
15,-1,2,1,4,3,4,4,3,1,4,2,1,6,2,2,1,1,5,6,6,3,6,6,4
16,5,1,2,3,1,2,2,2,3,1,1,-1,-1,4,-1,2,1,2,1,-1,6,2,4,2
17,5,5,-1,3,3,6,1,2,2,2,5,-1,3,1,5,3,3,6,3,6,4,5,5,5
18,6,2,4,1,4,2,-1,-1,-1,-1,-1,-1,2,1,4,1,6,4,3,2,2,2,9,2
19,1,2,1,1,-1,3,1,1,-1,-1,1,1,2,2,-1,2,3,2,4,3,6,3,2,2
20,-1,-1,-1,-1,1,3,3,1,-1,-1,-1,1,1,1,2,3,1,6,2,2,6,2,4,3
21,2,1,-1,-1,2,1,-1,-1,-1,1,1,2,1,-1,-1,1,2,3,4,3,5,2,-1,1
22,-1,3,-1,1,1,2,5,1,-1,1,-1,-1,-1,1,-1,-1,1,-1,1,4,3,2,2,1
23,2,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,2,-1,-1,-1
24,3,-1,2,1,-1,-1,2,-1,2,1,-1,-1,-1,1,1,1,-1,-1,3,-1,1,2,1,-1,-1
25,2,-1,1,-1,-1,2,-1,-1,1,-1,1,-1,1,1,2,-1,1,1,-1,1,1,1,3,1
26,2,1,-1,2,-1,2,4,-1,-1,-1,1,1,2,2,2,2,2,1,-1,1,1,2,-1,-1,-1
27,1,1,1,-1,1,3,3,1,-1,-1,1,1,-1,-1,-1,1,1,1,-1,3,4,3,2,-1,-1
28,2,-1,-1,-1,5,1,-1,1,1,2,1,-1,4,1,-1,-1,1,3,5,4,2,1,3,-1,-1
29,4,-1,3,2,3,3,3,-1,2,-1,-1,-1,-1,1,2,1,1,-1,2,3,1,6,4,3
30,1,3,-1,-1,-1,-1,3,-1,-1,2,1,-1,2,2,3,2,3,1,1,5,4,2,3,3
31,1,1,-1,-1,5,2,1,2,-1,1,2,-1,-1,1,-1,2,3,-1,1,2,2,3,4,3
