oct,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,84,102,79,87,77,49,49,48,47,55,36,25,35,-1,28,27,17,26,15,17,23,33,39,52,""
02,-1,-1,66,69,52,50,47,51,43,37,33,36,46,42,31,33,26,35,16,29,38,31,54,77,""
03,91,90,94,76,64,67,66,55,61,63,55,55,40,43,46,31,37,22,21,28,39,46,80,72,""
04,74,72,98,85,78,61,64,56,56,70,62,61,54,52,34,31,35,27,27,35,49,54,65,65,""
05,75,102,87,87,63,60,51,60,40,49,51,44,45,41,41,33,32,24,44,-1,46,54,46,74,""
06,87,86,88,64,68,52,39,74,51,50,47,39,36,42,26,24,32,20,23,38,43,42,55,64,""
07,85,91,79,90,74,60,50,58,56,45,53,33,29,50,34,29,26,-1,24,31,39,36,60,66,""
08,79,76,71,71,58,39,49,41,42,37,38,46,40,51,55,49,37,37,42,55,47,45,59,83,""
09,93,80,76,67,58,44,33,-1,51,44,54,34,41,43,27,18,40,-1,29,24,50,46,57,67,""
10,87,85,63,58,53,45,39,51,50,50,46,31,43,36,34,31,25,19,22,24,44,49,57,60,""
11,75,70,66,61,56,57,32,47,49,38,43,50,50,37,36,36,34,28,26,-1,24,45,45,83,""
12,99,101,72,85,75,49,46,60,48,54,55,47,43,42,33,43,22,25,33,27,35,45,60,73,""
13,79,87,91,77,76,59,69,41,57,39,46,38,41,41,37,28,20,24,22,32,48,62,57,74,""
14,76,94,97,91,81,64,67,56,42,44,49,44,45,52,33,38,34,25,23,40,51,60,65,77,""
15,71,98,87,91,84,52,51,61,36,38,40,31,32,36,37,34,21,22,-1,28,37,55,62,78,""
16,96,93,90,88,79,58,47,59,36,46,31,51,41,44,27,26,37,29,26,32,36,55,58,59,""
17,98,73,85,82,57,42,40,52,45,39,42,47,50,-1,-1,-1,34,-1,-1,-1,29,51,62,78,""
18,92,90,89,99,73,61,66,65,49,46,54,49,36,41,25,27,28,17,19,25,41,56,64,90,""
19,102,95,108,82,80,72,37,64,45,37,50,59,35,43,31,21,29,24,30,30,29,55,71,73,""
20,98,81,98,108,93,-1,-1,-1,34,48,27,28,31,31,30,32,26,29,22,24,50,52,65,97,""
21,88,112,97,107,83,-1,62,55,49,45,34,44,43,41,39,29,35,-1,20,22,37,67,72,83,""
22,95,107,116,93,87,59,53,70,53,54,50,29,35,37,39,26,16,-1,-1,-1,-1,-1,-1,-1,""
23,-1,-1,-1,-1,-1,70,64,-1,-1,-1,-1,42,-1,-1,21,20,32,17,27,-1,-1,-1,-1,-1,""
24,-1,-1,117,76,79,57,37,38,38,46,33,22,19,25,36,21,21,-1,-1,32,40,48,47,78,""
25,96,94,102,94,96,65,45,54,57,60,43,50,35,30,53,-1,27,32,31,30,44,52,54,51,""
26,105,101,85,93,78,45,44,75,46,31,48,40,31,38,37,31,23,18,21,26,49,53,44,79,""
27,85,98,81,87,88,60,69,57,40,43,37,37,44,43,32,28,25,24,31,29,51,34,61,68,""
28,100,105,88,-1,69,76,45,31,34,43,33,31,34,39,35,26,23,23,23,14,20,42,57,65,""
29,95,79,93,84,85,63,50,44,34,37,19,37,33,25,33,33,-1,21,25,29,32,37,47,-1,""
30,64,79,82,83,97,74,72,56,66,52,36,36,45,30,41,33,29,21,26,-1,-1,46,51,51,""
31,60,100,79,69,60,69,52,62,33,48,47,37,41,45,31,37,18,27,26,28,25,-1,-1,-1,""
