oct,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,56,73,85,84,123,95,194,223,203,201,220,237,213,209,204,214,204,209,198,190,170,163,62,114,""
02,119,104,110,110,166,191,235,274,282,251,214,249,235,216,239,265,286,-1,26,144,204,145,117,107,""
03,100,79,85,131,210,213,246,282,288,289,246,226,261,208,207,268,252,265,205,192,168,159,119,89,""
04,80,81,94,126,178,185,202,259,277,252,275,257,222,197,196,223,238,242,210,183,163,135,116,95,""
05,79,72,99,120,161,181,217,245,268,271,237,276,231,201,199,255,242,223,187,172,155,140,102,88,""
06,85,85,103,130,140,179,222,259,252,227,227,213,224,186,176,206,199,179,190,170,170,128,112,87,""
07,54,92,104,81,138,191,226,224,240,229,245,217,185,194,179,224,188,196,177,153,155,113,98,72,""
08,69,70,105,16,141,142,180,190,226,188,164,136,97,204,195,236,335,277,192,171,156,92,57,55,""
09,71,82,74,217,106,146,292,243,216,214,170,248,217,192,200,233,197,186,168,140,126,98,89,81,""
10,71,71,83,124,141,171,204,235,271,214,216,225,203,202,187,214,162,129,132,123,102,107,82,85,""
11,72,84,85,121,143,193,236,260,285,278,251,263,191,195,193,207,227,186,194,164,178,127,122,97,""
12,78,83,100,145,167,166,223,232,243,238,222,235,231,183,167,191,172,173,162,152,155,110,95,83,""
13,72,87,80,87,168,143,200,251,288,257,241,171,183,154,177,175,164,125,118,151,130,115,100,71,""
14,72,92,82,116,144,164,213,216,238,292,158,233,241,205,201,205,171,166,149,131,96,56,65,51,""
15,69,59,99,113,159,212,230,232,208,197,215,232,204,218,187,211,197,193,147,122,107,96,87,97,""
16,68,99,109,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,37,208,195,155,137,141,127,-1,17,71,""
17,63,74,91,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
18,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,87,131,123,135,118,151,130,109,99,82,""
19,59,65,74,121,113,154,204,237,248,254,270,217,217,198,167,176,172,149,147,160,139,129,119,86,""
20,83,90,95,127,168,197,246,241,297,252,256,255,268,235,191,224,201,205,164,142,138,140,104,91,""
21,87,88,123,113,171,185,246,248,272,287,259,235,194,188,195,189,191,180,143,148,128,114,90,92,""
22,81,75,122,142,177,189,244,253,255,246,266,255,222,205,176,223,176,169,147,149,120,104,83,80,""
23,66,66,106,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,61,144,159,157,118,136,108,110,106,78,76,""
24,78,75,84,106,145,164,180,204,210,186,210,172,188,179,151,185,179,157,143,135,114,104,73,88,""
25,68,85,99,103,169,174,204,211,237,224,199,183,156,165,171,160,160,181,144,125,116,104,80,71,""
26,73,100,110,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
28,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,121,158,158,135,131,123,152,116,120,102,103,""
29,91,107,118,158,174,220,242,260,189,217,215,180,199,163,195,179,170,152,123,119,110,93,82,79,""
30,78,87,103,140,182,197,195,207,231,216,187,214,179,201,216,252,214,190,167,156,135,121,99,92,""
31,85,93,108,124,151,165,178,215,218,181,218,174,155,153,146,165,-1,-1,-1,14,163,144,110,-1,""
