oct,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,21,15,21,18,31,14,15,19,12,16,18,11,14,12,16,8,10,6,9,11,8,22,25,22,""
02,20,19,23,17,20,20,22,20,19,15,15,13,17,12,10,9,11,20,7,11,10,10,14,18,""
03,17,17,16,14,14,22,19,16,20,13,26,12,12,11,15,7,11,7,8,12,10,16,17,19,""
04,15,16,14,15,23,22,27,19,15,23,17,20,18,22,12,12,7,9,13,12,10,18,24,13,""
05,15,21,20,18,15,18,19,22,15,17,12,14,14,12,11,11,7,10,17,16,14,17,11,22,""
06,16,19,22,14,16,14,15,20,18,14,13,13,12,15,5,9,4,4,3,8,15,17,11,12,""
07,14,10,10,11,9,10,10,17,16,19,21,11,9,11,7,7,7,6,3,10,14,13,22,23,""
08,17,22,15,22,14,16,18,13,12,12,13,14,10,16,9,11,10,8,14,22,15,14,19,25,""
09,26,19,20,13,15,20,11,12,21,16,19,14,18,11,6,8,6,7,12,12,16,11,15,19,""
10,16,17,25,27,18,11,23,14,15,14,14,15,16,13,9,9,6,4,11,14,15,15,19,22,""
11,15,20,19,23,19,14,15,15,11,12,12,12,12,11,8,8,7,9,10,15,7,16,17,12,""
12,16,14,14,19,20,15,18,16,19,12,27,22,13,11,10,12,8,6,11,14,18,21,16,23,""
13,16,23,21,21,23,16,25,11,23,16,14,11,16,10,15,10,7,8,10,18,17,19,19,28,""
14,25,27,28,25,22,13,16,19,14,13,19,9,11,8,10,9,10,9,10,11,18,22,22,25,""
15,18,21,20,20,17,12,14,22,10,13,13,11,8,7,14,5,7,7,12,12,16,22,20,24,""
16,22,21,22,24,17,14,13,16,8,14,11,17,13,9,11,7,10,6,7,19,13,15,22,17,""
17,22,15,18,18,14,15,15,13,9,14,21,15,11,11,6,2,8,7,11,13,15,18,29,22,""
18,20,21,23,17,22,18,28,23,13,16,13,13,8,14,6,8,13,7,10,12,17,16,21,20,""
19,23,20,19,21,18,22,18,21,11,14,14,17,13,15,5,7,8,4,12,14,11,19,25,20,""
20,20,23,20,21,22,19,23,17,10,16,12,15,19,15,8,5,7,10,8,13,15,14,22,19,""
21,19,27,18,22,15,20,16,18,15,10,12,12,10,11,11,9,12,4,10,7,13,23,26,23,""
22,22,29,36,25,24,18,17,19,10,17,15,9,11,6,7,10,2,5,7,9,13,12,12,13,""
23,19,19,19,16,13,8,10,9,10,13,12,10,10,8,12,7,9,4,11,11,10,14,26,22,""
24,22,17,19,28,19,14,13,13,14,17,8,13,12,5,12,3,6,6,4,13,13,19,14,13,""
25,19,26,25,24,21,8,18,14,22,24,14,17,7,11,10,7,7,5,12,7,12,11,17,15,""
26,27,21,23,15,20,14,18,17,23,8,16,10,14,10,11,7,7,9,8,10,11,21,22,30,""
27,24,28,19,21,31,18,17,22,17,11,14,12,10,22,9,10,13,12,12,12,18,17,21,21,""
28,26,22,24,20,23,26,11,16,18,14,14,12,11,10,11,7,10,12,9,12,18,18,24,27,""
29,28,22,23,24,22,18,24,19,13,17,11,15,9,7,9,11,7,5,8,13,17,18,25,19,""
30,25,26,32,20,24,19,21,13,15,13,8,7,11,8,11,9,10,7,11,11,20,21,25,19,""
31,21,24,19,20,19,14,16,22,13,20,19,15,9,18,8,11,7,10,14,14,10,19,-1,-1,""
