oct,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,15,18,18,33,67,79,76,56,69,97,58,80,71,69,78,72,62,58,52,66,44,29,26,18,""
02,16,13,19,49,70,85,83,59,77,99,73,93,88,104,101,80,82,66,81,43,42,48,18,22,""
03,21,20,23,35,62,62,48,59,66,76,82,50,60,69,72,95,92,77,50,56,47,38,31,20,""
04,11,25,24,45,55,69,55,67,67,97,83,73,62,73,65,62,66,61,51,30,39,31,16,17,""
05,11,15,24,34,44,69,53,59,52,88,123,87,91,86,73,80,51,70,50,40,44,31,28,18,""
06,21,8,27,40,55,63,58,80,68,86,70,94,77,83,66,64,60,48,61,32,41,18,25,12,""
07,15,18,25,46,43,72,62,48,75,68,95,81,60,83,69,53,45,46,49,45,47,32,32,16,""
08,16,13,14,23,34,76,80,68,88,94,104,88,90,89,76,95,165,186,117,61,37,31,22,21,""
09,17,18,15,58,62,70,78,68,63,88,69,79,70,69,67,47,43,33,33,31,20,22,11,23,""
10,22,21,24,56,62,61,60,61,70,84,90,81,55,51,52,67,42,33,20,22,27,13,17,7,""
11,14,21,16,37,42,60,62,57,69,86,112,90,70,72,70,62,46,50,33,32,16,23,17,12,""
12,15,9,21,45,73,88,66,64,74,69,68,87,64,48,52,31,28,39,42,47,38,47,48,13,""
13,11,12,11,24,46,54,37,38,55,78,68,55,38,56,40,59,34,30,31,30,19,15,9,10,""
14,6,11,9,34,24,22,20,36,30,43,46,39,27,42,29,18,24,15,10,14,13,9,7,14,""
15,-1,-1,-1,16,4,37,34,41,61,56,51,46,37,53,58,39,25,33,26,21,22,21,18,11,""
16,6,6,20,32,29,37,26,29,28,32,27,38,29,32,27,33,28,18,9,16,11,8,7,1,""
17,3,4,7,17,24,42,46,51,50,62,52,38,37,41,65,44,30,29,23,18,14,15,7,9,""
18,8,4,11,15,24,28,29,40,43,73,42,33,29,26,41,32,23,22,19,13,12,16,16,6,""
19,2,7,8,14,31,29,37,46,56,58,44,32,34,46,42,16,20,22,13,14,12,11,20,8,""
20,11,11,12,23,30,47,42,47,73,89,69,60,54,73,25,29,28,17,21,16,16,10,8,2,""
21,8,10,15,21,21,38,29,48,58,83,51,49,41,41,55,39,26,23,21,28,13,12,9,5,""
22,4,5,18,20,33,35,36,44,78,75,62,41,72,66,84,40,26,23,26,16,16,16,15,6,""
23,5,13,14,26,43,36,35,65,70,63,51,46,55,64,39,42,30,27,23,13,12,13,10,7,""
24,5,13,9,18,29,38,35,45,69,78,48,51,56,68,62,45,34,22,23,21,16,15,11,5,""
25,6,10,21,32,35,43,36,52,56,68,51,43,41,55,72,52,62,29,33,20,15,13,14,14,""
26,11,10,18,25,57,46,34,48,43,66,54,40,59,37,38,36,48,41,27,26,16,13,7,7,""
27,4,7,19,23,37,36,37,33,41,44,58,43,30,43,34,42,32,27,29,21,16,12,26,10,""
28,8,11,18,25,19,36,33,46,41,70,58,58,45,55,50,55,61,28,31,18,17,19,17,7,""
29,8,12,15,33,40,39,30,40,54,54,55,59,44,52,40,53,38,32,32,37,23,14,14,9,""
30,3,4,13,39,27,37,28,37,58,56,46,45,44,44,44,38,37,21,28,17,16,6,10,9,""
31,5,11,10,21,29,37,34,28,45,49,-1,112,45,44,36,55,41,32,23,24,7,11,11,-1,""
