oct,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,54,61,51,41,50,30,16,16,26,31,23,23,16,26,14,14,13,18,18,13,22,22,28,57,""
02,45,62,49,39,44,23,19,25,24,22,25,15,26,28,15,26,18,15,12,13,23,29,49,73,""
03,83,80,64,69,49,40,31,23,31,32,44,38,17,28,30,12,19,15,14,13,25,39,60,74,""
04,65,67,58,72,39,33,40,34,28,27,25,31,26,19,18,17,19,16,15,18,31,32,69,62,""
05,67,76,51,76,61,35,19,31,22,17,24,23,22,18,12,25,21,9,15,20,18,17,31,37,""
06,36,30,33,27,31,21,21,27,15,23,23,22,19,16,6,18,16,9,4,13,29,29,28,39,""
07,54,52,67,51,28,27,21,12,27,12,13,8,9,21,13,12,9,13,7,15,27,29,41,35,""
08,53,33,40,47,27,22,26,28,18,15,12,15,21,19,34,32,22,10,20,23,32,31,58,75,""
09,89,67,29,39,19,15,14,14,16,22,35,24,12,15,16,10,10,16,7,9,11,9,12,8,""
10,40,42,32,36,23,20,16,11,12,8,13,13,16,7,6,7,6,9,4,6,22,14,30,34,""
11,39,29,34,27,14,7,17,10,10,9,13,20,11,11,15,11,8,8,6,19,16,22,29,44,""
12,39,43,43,36,19,17,15,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,27,""
13,70,58,73,51,48,29,16,11,6,16,16,22,33,19,13,13,14,12,16,17,7,21,38,48,""
14,76,66,40,34,23,29,33,33,12,4,13,16,6,10,6,4,8,6,14,10,20,15,46,52,""
15,67,64,30,57,46,39,17,26,5,7,8,15,7,2,4,14,5,3,8,11,12,18,35,40,""
16,26,26,27,25,19,28,11,18,13,16,6,10,2,5,5,4,13,11,6,10,17,15,42,42,""
17,61,46,45,50,35,35,26,27,16,12,9,16,16,15,4,10,9,10,12,16,25,35,44,67,""
18,72,68,51,61,44,42,26,22,10,24,16,15,17,13,13,15,10,9,12,23,26,29,56,80,""
19,98,67,74,48,50,30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
20,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
21,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,63,63,""
22,77,53,80,60,69,29,33,37,32,29,21,14,12,9,10,11,16,12,9,3,4,16,45,45,""
23,30,19,11,4,11,20,14,23,13,2,2,9,11,19,4,10,14,11,14,7,15,19,19,41,""
24,59,34,25,25,17,21,20,14,10,14,5,11,11,14,16,8,10,8,11,15,29,24,45,78,""
25,61,41,50,60,56,45,25,24,28,23,24,16,11,20,12,12,18,5,16,18,17,31,31,29,""
26,38,50,74,56,41,31,12,27,21,15,23,15,9,7,17,14,9,8,16,20,26,31,25,42,""
27,34,25,32,44,45,31,40,17,23,25,17,18,22,14,20,10,4,12,12,14,26,26,53,62,""
28,81,-1,57,39,33,19,11,17,22,12,17,16,13,20,13,7,15,17,11,19,20,22,38,57,""
29,74,75,68,36,24,41,37,26,20,26,20,10,14,13,15,10,8,4,9,8,21,29,45,62,""
30,95,67,70,39,55,43,30,27,27,19,19,21,20,23,20,17,13,9,17,22,26,32,34,45,""
31,66,61,45,28,-1,-1,-1,-1,-1,-1,15,14,18,20,17,18,9,10,17,25,24,-1,-1,-1,""
[E]e,"j'nfk`gIndh`e'jfd"
