may,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,7,5,17,5,12,17,22,77,96,84,115,93,112,107,128,85,33,43,49,42,33,32,20,17,""
02,10,12,11,13,16,66,115,138,145,143,138,139,140,177,198,162,149,160,158,100,96,117,69,42,""
03,54,50,53,31,13,23,122,165,191,183,170,179,140,168,135,42,45,48,89,35,54,20,32,13,""
04,19,9,15,8,21,43,134,164,158,136,134,167,189,222,182,184,172,156,176,155,151,121,69,38,""
05,8,18,27,23,34,26,145,136,179,138,163,184,206,189,197,181,169,193,263,168,140,111,68,93,""
06,62,106,31,40,101,109,27,141,180,189,191,195,204,202,177,191,221,207,125,53,35,31,17,20,""
07,16,19,17,18,27,22,46,139,144,141,170,169,200,179,177,71,60,34,44,31,30,21,26,15,""
08,19,9,15,17,26,17,33,46,51,42,40,59,79,62,73,65,68,77,63,69,47,24,15,11,""
09,15,20,23,45,93,82,118,149,158,160,181,174,208,244,246,212,230,201,175,186,161,131,67,18,""
10,17,18,21,16,27,27,141,167,177,141,159,152,190,216,238,228,230,206,209,148,167,131,102,87,""
11,81,89,87,95,102,101,137,185,192,175,175,197,224,222,253,213,206,213,185,186,141,127,99,26,""
12,49,29,25,25,28,38,126,162,209,183,223,223,202,197,173,197,173,169,173,158,144,112,101,72,""
13,79,147,97,92,107,82,121,162,178,163,181,194,213,205,225,223,207,194,127,71,39,23,37,9,""
14,12,16,19,23,31,30,100,169,159,152,150,184,203,175,122,79,60,88,74,62,51,30,35,23,""
15,22,36,99,106,93,116,85,175,190,170,190,194,222,268,267,240,243,239,254,211,181,152,114,89,""
16,50,86,84,79,66,82,126,145,144,121,152,137,113,169,143,60,34,69,61,35,33,26,21,16,""
17,11,21,25,19,23,28,143,167,183,122,147,182,210,192,230,146,195,158,166,154,146,121,79,62,""
18,42,74,41,25,20,28,111,155,146,141,150,151,136,183,180,169,186,206,184,154,154,112,105,76,""
19,54,83,62,96,101,137,160,98,139,153,185,199,182,214,161,61,119,66,54,56,45,50,138,55,""
20,15,19,23,17,32,31,86,157,149,152,162,176,176,205,174,176,162,146,170,173,238,147,130,107,""
21,78,72,91,105,36,38,119,168,154,176,139,138,159,186,197,193,174,157,158,111,141,131,111,61,""
22,70,65,92,89,95,62,119,124,134,146,168,174,203,239,226,189,173,174,160,143,135,98,116,86,""
23,91,81,44,49,37,36,45,44,45,35,53,49,61,53,66,61,91,69,72,60,44,37,13,13,""
24,20,13,17,28,31,24,115,132,115,147,175,149,186,192,206,189,198,184,168,167,130,119,83,18,""
25,5,18,21,21,21,48,159,175,163,167,174,168,169,171,192,198,185,215,191,124,146,134,105,84,""
26,79,62,67,76,90,17,105,128,135,178,183,195,178,136,158,190,164,211,195,136,164,163,89,90,""
27,47,43,18,16,20,24,95,151,130,166,191,117,146,169,192,192,94,165,173,149,132,117,97,27,""
28,10,12,14,25,29,36,62,124,105,146,104,146,131,117,183,231,197,198,150,147,120,86,65,44,""
29,39,32,18,11,13,47,132,173,271,187,195,85,78,122,148,41,46,58,51,24,36,23,22,6,""
30,10,14,7,17,28,28,151,183,152,161,149,184,189,223,214,211,193,193,191,157,172,123,99,84,""
31,78,62,96,84,57,51,115,111,148,147,131,185,185,238,244,219,184,168,182,157,151,98,80,-1,""
