may,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,1,3,1,2,1,2,1,21,1,3,8,15,10,6,6,8,5,4,2,4,2,7,2,2,""
02,0,4,7,2,4,2,2,1,5,7,3,8,8,3,4,5,5,0,3,4,12,19,19,17,""
03,8,20,39,4,15,26,28,27,10,11,9,8,19,7,21,23,8,4,9,48,47,27,37,39,""
04,27,20,9,16,16,17,17,9,13,16,13,13,6,11,5,6,18,7,4,4,6,12,17,11,""
05,18,19,9,4,6,2,5,11,10,14,25,16,10,10,8,7,12,9,10,30,46,37,28,32,""
06,33,29,22,15,20,31,40,36,11,14,15,15,15,9,8,9,8,11,6,21,25,33,25,17,""
07,15,19,20,25,7,5,6,4,3,20,12,2,3,2,1,4,3,1,0,2,1,3,3,0,""
08,0,5,6,8,11,2,5,7,4,3,2,5,5,8,14,21,20,13,12,10,13,5,17,21,""
09,17,18,6,7,5,22,8,2,12,13,16,17,23,18,21,19,26,30,15,27,21,16,11,9,""
10,4,7,5,6,8,4,8,24,9,14,29,18,25,26,16,22,22,21,19,15,4,3,11,33,""
11,10,4,11,15,40,36,4,19,20,19,31,14,17,13,13,17,11,2,9,5,11,8,13,7,""
12,3,11,40,19,35,21,11,5,5,3,6,13,12,4,12,25,20,11,3,6,17,0,6,2,""
13,4,3,4,2,4,8,8,7,3,11,13,12,13,22,13,13,19,16,9,5,6,9,3,11,""
14,7,7,2,5,16,10,9,15,14,21,15,13,11,22,27,9,14,14,11,9,2,3,0,3,""
15,4,8,8,4,8,9,8,9,10,17,14,15,29,21,19,21,13,9,4,6,11,5,12,4,""
16,5,5,9,7,3,5,5,5,8,7,9,8,13,23,28,30,11,17,8,14,9,21,16,9,""
17,10,6,4,5,4,3,3,5,8,9,9,18,22,17,26,27,26,19,17,11,19,12,12,9,""
18,8,4,1,7,2,4,4,1,16,18,20,22,23,19,16,13,17,20,10,17,15,27,18,7,""
19,4,9,7,4,21,7,16,16,14,20,9,10,8,2,8,6,6,3,5,0,1,3,1,1,""
20,1,1,0,0,1,4,27,51,39,61,53,62,91,98,65,88,81,73,35,50,42,17,7,6,""
21,11,43,53,44,48,21,26,23,31,76,67,77,88,78,71,58,20,19,2,2,1,2,1,2,""
22,0,0,7,1,3,2,5,11,1,44,14,14,4,2,23,1,0,0,1,1,1,1,3,0,""
23,2,2,3,3,2,2,6,1,8,11,6,6,29,31,15,3,4,2,1,2,1,5,0,0,""
24,5,4,3,6,7,8,5,50,14,8,22,12,4,2,6,41,58,57,2,2,6,2,2,2,""
25,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
26,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
28,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
[E]}ly`I}ly`'a,""
