may,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,49,73,79,84,121,70,95,98,130,113,118,129,134,146,119,65,25,32,19,13,16,14,20,45,""
02,66,58,68,57,94,81,83,67,99,109,96,72,87,91,66,7,18,17,10,7,3,4,6,20,""
03,28,17,32,29,56,54,80,112,107,112,109,98,102,92,64,56,27,22,18,9,13,9,17,14,""
04,23,16,37,28,38,51,118,132,125,140,103,119,150,153,113,71,56,28,13,13,10,14,26,30,""
05,35,39,50,45,71,75,113,133,173,150,119,107,139,138,144,72,37,52,7,10,9,11,35,40,""
06,34,47,47,76,111,127,157,154,-1,215,176,156,196,139,130,96,55,41,14,15,26,30,42,59,""
07,57,76,94,99,102,112,124,197,162,163,178,171,168,97,91,83,83,7,23,22,19,21,43,50,""
08,70,83,126,146,159,140,97,177,149,176,183,69,112,119,96,70,70,36,13,26,17,43,27,22,""
09,29,36,42,60,68,79,103,90,79,99,127,-1,149,117,16,75,40,-1,-1,36,19,25,17,38,""
10,45,54,62,82,68,79,124,142,126,148,155,143,115,113,106,-1,25,15,17,17,14,15,-1,-1,""
11,-1,-1,17,45,39,39,63,69,76,129,160,123,111,102,75,57,40,22,2,18,12,16,22,12,""
12,34,36,44,57,63,58,77,93,89,90,74,70,59,79,40,16,12,4,2,7,5,12,10,30,""
13,31,25,38,30,33,44,52,59,78,84,82,72,108,112,73,55,34,15,9,11,7,20,9,19,""
14,29,41,51,42,47,38,40,44,45,52,65,79,61,61,62,38,21,16,8,7,8,14,11,21,""
15,33,41,49,60,83,61,59,64,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
16,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,0,0,9,-1,-1,20,14,""
17,49,53,53,71,92,98,92,119,100,101,108,120,109,117,114,99,64,56,31,17,19,17,20,35,""
18,44,65,66,108,90,104,117,117,66,79,95,122,120,127,103,91,60,35,12,13,14,15,10,27,""
19,47,62,51,74,81,84,68,98,116,101,110,70,93,109,117,64,53,15,7,7,20,17,20,39,""
20,47,58,73,70,83,107,96,124,110,105,98,80,91,118,-1,-1,42,30,37,19,17,34,28,43,""
21,59,98,113,98,123,142,130,127,132,132,113,119,136,21,0,65,53,0,13,10,15,14,25,49,""
22,62,57,85,104,107,95,124,120,120,156,105,90,60,122,139,62,63,53,31,24,20,23,22,32,""
23,70,81,72,100,127,127,128,139,161,161,118,152,133,151,158,101,62,58,47,19,28,29,37,48,""
24,83,106,122,117,135,137,125,145,197,162,141,131,125,146,0,0,7,0,33,43,26,26,20,45,""
25,65,111,91,105,122,143,109,129,-1,-1,141,117,119,-1,143,0,-1,-1,34,21,23,-1,19,43,""
26,69,102,90,109,113,128,116,0,-1,49,151,165,200,207,-1,-1,-1,-1,-1,-1,47,23,48,68,""
27,108,135,120,138,124,157,144,150,-1,191,202,135,165,204,172,114,100,83,49,35,10,34,19,60,""
28,-1,121,126,117,137,139,138,171,174,178,138,116,-1,-1,128,118,83,-1,-1,-1,-1,65,-1,-1,""
29,24,58,64,82,-1,-1,-1,108,-1,43,47,38,28,66,53,-1,75,33,23,13,18,19,22,32,""
30,49,65,71,66,87,100,131,74,50,41,60,56,64,86,71,64,87,33,28,38,9,23,32,40,""
31,67,74,65,86,108,120,117,146,146,117,104,-1,129,-1,-1,119,88,59,66,-1,6,29,24,36,""
[E]hgmpI}lel`z`fg'o0'jf',"b"
