may,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,121,123,165,152,158,177,200,209,188,190,157,148,116,81,38,28,16,17,12,22,44,59,87,94,""
02,127,153,178,167,161,178,195,211,186,197,177,150,124,74,33,17,14,15,16,22,44,54,78,95,""
03,110,126,159,159,160,175,192,197,203,195,182,147,121,72,39,31,20,15,17,13,33,59,68,93,""
04,101,118,157,142,146,173,193,197,214,195,165,136,102,64,29,16,12,2,14,16,27,47,68,74,""
05,114,122,158,131,167,170,211,190,197,193,178,153,83,81,45,19,25,10,15,20,33,59,61,79,""
06,96,117,167,160,170,194,165,185,197,205,169,149,111,67,46,26,20,16,11,21,35,52,78,94,""
07,92,135,160,168,184,153,172,192,209,182,159,121,113,74,24,25,17,15,18,19,40,50,81,101,""
08,109,145,184,191,216,197,221,228,243,216,196,138,112,87,43,37,22,17,21,25,38,59,90,104,""
09,130,164,197,164,214,232,233,219,208,194,187,148,128,84,48,22,12,13,21,22,35,58,90,90,""
10,104,120,160,196,217,221,213,243,206,174,168,144,116,74,50,28,24,17,23,33,44,67,89,93,""
11,101,122,155,182,207,198,220,210,215,199,199,155,121,90,50,25,16,10,30,29,48,63,84,93,""
12,132,162,179,211,161,195,228,238,231,216,179,164,110,94,47,24,12,18,15,31,30,59,91,101,""
13,149,167,178,144,213,220,244,239,204,205,206,162,121,71,49,26,21,9,22,33,45,62,90,94,""
14,133,144,158,156,176,231,217,165,219,198,187,148,128,104,52,32,23,9,23,34,52,64,72,87,""
15,105,115,156,152,167,173,206,229,226,201,201,157,121,83,42,31,29,14,20,22,36,55,99,119,""
16,132,161,169,177,181,202,218,212,225,205,174,161,132,85,52,25,19,20,18,33,22,44,73,102,""
17,115,167,153,133,172,197,221,206,219,198,171,162,106,85,56,33,29,17,18,37,35,67,74,104,""
18,107,150,159,168,113,171,214,224,192,173,146,143,129,92,46,30,16,26,25,29,45,58,62,102,""
19,134,162,187,192,172,217,228,236,198,170,187,168,137,98,63,30,19,17,24,32,34,74,98,104,""
20,144,138,154,175,166,196,202,202,222,182,175,153,99,79,39,21,9,21,17,33,44,77,96,163,""
21,64,129,77,131,178,174,173,0,0,0,0,0,34,22,15,36,58,17,18,29,37,43,63,101,""
22,133,149,144,152,165,93,120,186,87,140,170,120,87,64,37,30,25,23,19,24,29,72,83,110,""
23,128,161,162,150,177,185,178,193,173,169,140,154,110,69,38,27,30,16,20,28,34,53,82,142,""
24,108,140,170,160,163,168,178,159,172,175,159,141,117,75,50,11,3,10,18,29,41,55,65,94,""
25,114,135,135,132,138,129,149,169,158,150,142,111,82,76,44,11,0,37,24,21,30,41,63,106,""
26,111,110,151,150,130,142,170,170,178,150,69,62,92,0,0,0,0,0,2,61,34,48,62,80,""
27,124,110,125,123,140,164,161,155,163,174,98,0,14,68,33,21,15,9,13,22,26,40,65,90,""
28,88,95,136,116,122,147,128,131,145,146,119,104,78,60,18,21,37,0,0,34,33,36,52,75,""
29,98,112,155,123,165,139,152,146,146,130,125,97,101,63,41,32,20,5,10,17,34,44,68,89,""
30,121,135,40,37,26,29,37,55,80,51,93,125,85,57,36,23,11,11,12,29,28,56,66,106,""
31,92,117,142,106,140,109,178,179,173,159,142,119,18,16,21,2,0,4,6,31,41,64,87,-1,""
