may,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
03,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
04,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,9,6,8,10,9,15,11,21,20,19,""
05,36,26,33,23,26,49,45,51,66,63,46,32,34,21,13,17,15,8,13,11,9,20,24,20,""
06,27,23,37,25,31,58,51,57,67,58,50,44,25,33,22,19,13,17,10,9,9,11,27,33,""
07,33,36,26,29,50,43,53,48,49,58,45,41,29,21,14,14,14,13,9,15,19,8,26,16,""
08,26,17,20,32,29,54,42,46,54,32,31,23,26,21,25,16,18,11,7,16,20,34,15,16,""
09,37,29,30,31,40,37,51,57,60,72,48,45,24,18,15,16,17,14,11,8,17,23,29,17,""
10,24,28,25,25,36,41,42,58,60,53,40,28,23,10,8,10,7,8,2,9,9,4,9,18,""
11,31,24,19,19,30,22,38,33,33,39,46,30,29,19,16,20,9,9,10,8,12,15,24,29,""
12,29,21,28,25,32,49,45,46,41,55,46,40,28,28,15,13,17,6,12,12,13,13,24,36,""
13,32,25,22,25,31,39,46,51,61,45,49,41,27,15,15,10,9,8,6,14,13,17,22,25,""
14,23,33,35,29,36,43,46,44,44,59,51,42,32,24,20,21,17,9,7,13,11,18,27,17,""
15,29,34,27,22,27,33,43,49,54,51,46,40,31,27,17,12,13,10,9,11,20,18,26,25,""
16,26,22,23,26,29,28,40,48,54,44,32,48,34,20,12,17,11,8,9,7,15,16,37,19,""
17,27,27,23,23,29,27,42,42,37,63,41,33,26,18,9,15,9,12,9,11,10,21,25,28,""
18,34,22,22,24,26,39,48,51,47,49,46,34,23,14,8,9,10,8,5,10,19,23,18,20,""
19,28,22,27,28,29,41,42,61,55,57,47,34,22,20,16,8,10,13,13,10,15,21,30,17,""
20,29,24,34,23,36,32,37,50,44,44,48,39,18,13,15,7,8,12,15,6,10,16,40,21,""
21,39,22,40,19,17,33,66,53,5,6,2,46,18,20,0,0,0,6,3,4,9,9,4,8,""
22,13,9,9,14,17,26,23,32,23,38,74,34,29,39,30,49,31,23,17,31,22,27,30,17,""
23,14,23,37,34,35,46,57,43,51,65,53,60,56,39,25,32,25,16,10,11,25,23,25,22,""
24,26,27,31,22,36,50,60,55,61,63,59,46,45,43,48,0,0,0,0,14,25,23,24,46,""
25,35,17,22,39,43,55,47,51,60,42,74,71,49,25,9,23,0,0,0,25,14,17,16,28,""
26,29,19,28,27,32,43,60,58,47,0,0,63,66,0,0,1,24,0,0,0,14,24,0,0,""
27,25,14,23,31,29,34,58,38,34,49,71,0,0,34,34,26,19,24,16,24,18,16,21,26,""
28,10,24,28,30,35,51,40,51,56,65,49,35,31,31,34,30,23,0,0,0,22,33,26,15,""
29,15,14,27,23,25,38,54,64,42,47,54,45,35,31,24,23,20,17,22,21,32,24,24,16,""
30,26,24,22,30,40,38,62,55,48,51,39,37,38,31,32,35,34,22,21,25,20,20,23,19,""
31,22,29,28,28,28,59,61,58,42,61,64,61,52,0,37,29,26,-1,-1,-1,-1,-1,-1,-1,""
