may,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,27,19,25,18,12,16,15,11,16,17,13,9,9,7,4,4,3,3,8,8,11,12,14,17,""
02,14,17,23,23,17,22,17,15,17,16,10,14,3,5,1,1,2,6,1,6,6,9,14,9,""
03,11,10,11,7,9,10,7,10,10,5,12,4,41,2,2,0,0,3,1,3,3,6,8,14,""
04,21,33,34,34,22,31,20,24,9,15,14,5,3,3,2,0,3,3,4,5,7,7,17,12,""
05,18,26,23,16,20,22,29,12,14,16,12,7,5,2,2,3,3,3,8,3,6,5,10,9,""
06,24,17,13,21,32,16,23,7,24,15,9,7,1,5,1,2,4,0,5,3,3,4,15,15,""
07,18,25,38,21,16,28,27,27,11,16,12,7,5,4,2,1,5,3,1,0,4,9,14,18,""
08,21,19,17,22,24,22,35,16,19,14,12,6,8,4,4,2,5,4,4,8,6,7,10,20,""
09,20,28,25,28,18,28,19,18,10,21,8,5,7,1,2,2,5,4,2,4,6,11,5,13,""
10,9,19,15,16,13,23,22,14,44,20,13,14,6,0,3,29,5,1,7,3,1,9,14,15,""
11,19,22,15,19,22,23,28,15,25,14,13,7,4,4,14,5,2,2,7,2,10,9,4,14,""
12,18,19,14,24,24,27,22,16,9,20,8,4,3,3,3,3,4,4,1,7,4,3,3,14,""
13,19,21,25,20,26,25,16,19,8,11,15,13,10,4,0,2,2,2,3,1,3,6,6,19,""
14,9,12,18,14,20,18,17,4,9,14,15,11,3,1,0,1,0,1,1,5,5,8,10,5,""
15,13,18,15,10,9,9,10,10,6,7,4,5,2,1,1,13,1,3,4,2,2,6,11,12,""
16,8,15,11,16,40,25,15,10,13,6,12,7,10,2,4,3,4,3,4,4,5,8,9,17,""
17,11,9,13,20,16,15,10,19,8,16,10,15,7,3,2,6,3,0,4,5,4,5,14,19,""
18,4,14,12,18,15,12,10,21,21,10,12,10,16,4,1,1,2,3,4,1,5,6,8,12,""
19,17,13,17,20,16,18,14,10,10,12,17,12,3,6,1,1,4,3,1,3,5,11,13,14,""
20,12,12,11,25,18,19,16,6,17,16,19,15,7,6,2,6,4,4,3,6,0,8,8,13,""
21,13,12,19,13,24,81,104,11,47,13,20,8,7,4,2,2,0,6,4,5,8,5,10,11,""
22,17,8,14,16,18,14,18,61,94,55,21,8,7,3,2,3,3,0,3,1,6,5,7,13,""
23,13,10,11,13,14,11,13,11,8,16,14,8,14,27,40,1,0,2,2,4,4,9,10,10,""
24,12,14,14,15,17,9,14,11,11,16,10,7,5,54,63,1,2,3,4,4,3,6,6,8,""
25,4,7,10,3,5,16,7,4,6,11,10,4,13,27,-1,1,0,4,2,1,4,3,6,7,""
26,9,7,11,12,7,6,3,8,7,6,6,3,2,2,3,6,2,4,32,1,2,4,3,10,""
27,7,7,14,9,9,12,15,6,7,25,14,8,4,4,4,4,2,4,25,0,4,8,4,4,""
28,7,9,12,4,1,5,7,4,1,4,6,3,4,2,0,0,1,0,2,18,3,7,4,4,""
29,7,10,7,0,0,0,0,0,0,0,4,5,8,5,0,1,4,3,3,2,13,9,7,17,""
30,7,14,14,27,16,12,13,18,10,12,11,15,9,3,3,2,0,0,3,1,4,11,17,12,""
31,21,12,15,14,9,9,-1,17,9,11,8,10,11,10,2,2,1,2,1,0,2,8,10,0,""
