nov,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
01,8,15,13,7,4,8,6,11,23,17,20,14,14,16,8,25,22,12,15,4,2,14,7,18
02,25,32,20,28,23,26,26,23,21,24,21,23,30,17,12,13,41,36,6,16,11,4,5,3
03,2,11,8,8,15,15,29,51,28,22,23,31,25,13,16,13,5,12,9,26,7,5,5,8
04,7,21,21,23,29,14,18,29,24,24,31,29,10,21,23,8,7,12,10,18,14,24,15,23
05,24,35,44,38,40,40,34,22,28,23,29,24,21,22,15,9,16,12,24,15,29,21,36,24
06,26,23,26,29,37,29,31,33,16,31,27,15,20,21,23,18,16,12,10,10,14,15,22,27
07,21,21,27,39,22,34,31,36,43,31,28,24,14,24,15,17,7,12,18,17,29,19,25,16
08,30,19,28,28,24,28,27,34,27,30,28,20,24,27,15,11,15,13,22,23,35,26,20,22
09,24,20,26,28,30,30,22,44,37,27,26,21,26,19,6,16,17,10,13,30,34,26,31,14
10,25,23,39,52,33,31,44,32,27,35,20,30,22,20,13,4,9,9,8,13,11,14,16,7
11,10,15,8,10,18,17,12,13,28,19,16,12,7,12,15,13,8,17,11,18,21,21,21,15
12,20,12,19,20,14,17,26,28,18,22,18,18,16,10,11,7,12,14,7,19,17,17,11,0
13,16,12,13,20,20,20,21,18,18,14,16,14,14,9,6,3,5,10,8,13,24,25,25,9
14,16,11,15,25,22,18,17,12,14,16,23,14,18,15,7,10,8,8,6,15,16,18,12,16
15,16,29,24,33,33,24,18,28,24,29,28,26,17,18,20,7,5,15,15,17,18,19,15,19
16,17,27,21,28,32,36,13,41,26,25,20,24,2,22,8,5,13,8,5,13,22,23,12,13
17,17,24,20,25,16,22,22,24,20,22,23,20,18,12,15,8,12,10,16,19,24,16,22,20
18,28,34,43,61,57,54,53,57,68,92,141,124,51,31,11,8,10,6,18,16,21,15,36,35
19,47,44,59,61,45,39,40,35,32,36,4,27,13,14,9,13,6,8,13,10,19,16,14,12
20,17,24,23,24,20,27,20,19,15,12,19,18,15,23,5,8,2,7,9,13,12,19,21,15
21,16,23,27,22,21,32,22,23,17,16,25,19,18,12,12,7,9,9,8,12,17,11,12,11
22,17,12,24,18,30,23,17,19,9,13,20,21,11,18,9,10,9,4,4,4,7,1,2,2
23,1,6,9,6,6,3,2,4,6,3,4,4,3,3,1,2,6,6,14,18,17,12,13,13
24,11,10,9,11,16,13,12,15,9,13,14,16,22,8,11,9,8,9,14,19,18,16,17,15
25,11,20,16,24,23,29,19,20,22,25,22,11,11,15,6,6,7,8,13,10,11,13,10,12
26,18,15,22,21,18,15,15,14,19,20,16,22,13,21,10,11,12,10,10,13,15,11,25,12
27,19,23,33,25,32,19,24,22,24,17,20,12,14,7,8,8,11,12,12,14,10,15,22,20
28,20,24,22,34,27,30,25,21,25,26,37,25,14,15,20,13,11,21,13,6,17,16,23,21
29,33,24,23,28,31,31,25,30,23,25,28,12,26,13,9,13,8,13,13,14,24,17,21,21
30,28,27,29,31,38,26,32,34,20,23,24,15,19,12,10,8,10,12,10,11,26,14,16,6
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
