jan,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,52,71,69,73,59,55,59,63,43,34,30,45,37,35,27,18,17,-1,22,-1,-1,-1,-1,52,""
02,55,67,76,85,54,60,73,55,43,41,41,34,32,32,26,19,26,13,-1,-1,-1,-1,-1,57,""
03,55,53,67,72,60,66,68,60,-1,34,39,42,48,40,46,29,34,21,24,36,-1,38,56,61,""
04,96,106,120,150,156,182,218,146,71,90,134,163,170,138,106,90,-1,47,54,34,39,59,56,54,""
05,82,67,84,86,96,67,78,52,47,43,33,36,38,44,26,31,31,-1,32,-1,-1,-1,31,48,""
06,72,62,56,64,60,60,57,37,36,37,32,33,28,29,31,23,24,24,-1,27,31,28,45,45,""
07,63,60,56,66,78,72,46,32,44,37,38,44,33,24,32,28,12,17,22,-1,-1,-1,44,38,""
08,43,70,70,72,93,71,61,51,50,35,35,39,35,32,34,24,31,22,-1,-1,-1,-1,-1,50,""
09,59,57,51,61,62,57,60,37,-1,36,27,30,20,26,27,21,17,17,-1,-1,-1,-1,-1,48,""
10,55,58,52,68,65,59,47,43,36,27,32,29,25,32,22,21,16,-1,-1,-1,-1,-1,24,54,""
11,41,47,48,64,58,58,43,37,31,29,37,36,27,24,20,13,14,17,25,-1,-1,-1,50,38,""
12,63,54,48,58,61,60,39,32,26,34,31,35,21,18,17,13,25,11,-1,-1,-1,-1,-1,34,""
13,52,47,63,56,60,52,32,35,39,38,46,37,39,44,35,30,17,18,-1,-1,-1,-1,48,43,""
14,54,67,58,63,75,60,46,38,46,25,45,29,33,23,21,19,20,10,-1,-1,-1,-1,-1,30,""
15,29,53,67,60,66,57,48,38,33,25,28,28,27,26,19,18,17,12,18,-1,-1,-1,26,38,""
16,62,64,66,69,73,48,58,26,29,31,20,26,18,23,19,18,14,12,-1,-1,1,-1,-1,47,""
17,63,57,66,77,73,55,29,44,31,30,40,39,33,27,20,22,22,10,-1,-1,-1,-1,35,43,""
18,59,69,58,62,60,50,53,33,43,39,29,41,28,44,37,30,16,15,19,-1,-1,-1,40,39,""
19,59,77,58,70,52,56,36,26,27,32,33,42,36,32,27,18,20,10,16,-1,-1,-1,41,41,""
20,55,78,47,69,63,52,34,30,36,36,28,39,30,19,34,15,12,22,-1,-1,-1,-1,-1,53,""
21,50,50,50,55,56,32,32,37,32,24,21,23,22,-1,-1,-1,-1,14,19,-1,-1,-1,-1,33,""
22,49,55,46,50,48,59,41,37,34,29,30,28,38,-1,-1,-1,-1,18,12,-1,-1,-1,46,52,""
23,42,43,56,61,55,61,39,29,-1,32,26,36,42,26,26,28,17,-1,-1,-1,-1,-1,22,47,""
24,54,57,61,55,60,46,43,37,41,38,34,27,30,20,27,20,14,17,13,11,28,-1,40,40,""
25,61,55,52,60,65,49,45,31,46,24,32,20,26,30,27,22,19,20,10,-1,-1,-1,-1,44,""
26,36,53,46,72,53,58,44,32,26,40,26,21,28,22,22,22,21,14,-1,-1,-1,-1,34,23,""
27,65,44,49,49,47,34,39,33,36,36,28,25,23,30,28,25,19,15,13,-1,-1,-1,-1,34,""
28,63,46,62,58,64,54,38,43,40,41,36,28,27,29,22,18,17,16,14,18,-1,-1,40,42,""
29,47,42,49,52,60,49,50,45,35,29,29,21,20,19,19,21,12,14,16,-1,-1,-1,34,40,""
30,41,55,50,42,36,35,32,22,22,23,29,29,24,34,21,13,20,-1,-1,-1,-1,-1,27,22,""
31,36,39,45,36,43,35,31,27,34,25,32,41,29,32,23,14,21,12,12,-1,-1,-1,-1,-1,""
