Apr,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
1,20,18,14,10,11,7,6,3,3,3,3,15,13,17,14,15,19,10,17,17,25,13,24,37
2,32,26,16,12,14,5,3,2,3,6,4,12,19,20,20,13,13,5,8,18,13,18,26,19
3,27,16,7,8,3,6,5,5,3,1,9,14,14,26,30,15,20,14,21,19,11,17,23,27
4,24,24,9,18,8,14,2,6,3,10,11,18,12,22,30,28,23,21,25,27,29,19,25,31
5,26,19,18,7,6,-1,2,5,4,2,5,6,15,25,23,25,29,18,16,22,14,24,26,40
6,31,28,17,9,6,5,5,3,1,3,9,11,13,22,28,20,25,19,21,24,25,23,38,39
7,21,24,16,10,7,4,4,7,2,4,10,13,19,27,26,26,18,11,14,10,22,23,35,18
8,28,35,17,13,13,9,2,3,1,3,5,10,18,27,19,22,23,32,15,23,24,41,35,45
9,25,22,14,8,8,6,1,4,2,8,8,7,23,21,24,20,13,17,16,18,14,23,27,29
10,24,25,16,14,13,12,4,4,2,2,11,-1,14,20,15,20,20,13,17,17,40,16,35,33
11,25,18,6,9,6,7,2,6,5,6,8,26,18,33,27,13,19,17,20,17,20,25,34,31
12,39,16,11,7,16,4,4,6,8,5,7,14,16,27,18,26,16,-1,24,30,34,20,30,43
13,17,16,14,7,8,5,6,1,5,4,7,17,19,23,49,19,21,22,21,13,25,22,37,27
14,23,25,22,11,13,8,5,9,3,3,10,18,13,20,13,33,26,31,-1,-1,18,25,43,30
15,25,25,10,9,9,10,8,2,3,2,6,9,19,13,26,21,14,28,24,24,23,28,34,27
16,29,15,12,10,10,11,3,3,4,5,8,11,25,23,25,16,19,19,9,26,27,43,20,33
17,41,18,13,5,9,5,-1,-1,-1,-1,-1,6,6,6,19,28,15,27,17,26,27,23,31,29
18,24,23,12,7,5,6,5,1,3,3,4,11,20,28,19,14,27,27,14,20,32,30,31,40
19,24,10,14,7,6,13,3,3,1,6,5,10,18,21,35,23,20,13,23,24,15,24,26,23
20,17,18,14,6,6,2,4,3,2,6,6,10,14,19,19,23,21,17,17,20,21,23,31,25
21,17,19,12,10,6,4,3,2,2,3,3,15,14,19,15,20,16,16,22,20,25,24,20,30
22,21,23,11,3,2,9,2,1,1,1,7,10,24,27,33,24,19,14,16,23,22,25,31,28
23,29,20,17,12,7,9,5,4,1,2,3,9,13,22,30,27,27,18,22,22,38,29,39,25
24,28,25,11,9,7,5,9,5,8,3,1,10,17,19,20,30,22,31,24,27,35,33,38,33
25,33,14,13,15,10,3,3,3,1,5,7,9,16,16,22,37,19,22,13,26,37,25,28,26
26,18,20,13,6,6,3,3,3,2,5,5,10,23,18,27,24,28,15,16,17,23,29,26,31
27,26,15,14,14,14,7,2,-1,2,6,3,9,14,19,24,27,30,20,24,27,31,30,38,26
28,24,14,12,10,8,4,5,3,3,2,4,2,17,14,21,17,20,15,11,14,24,26,28,23
29,22,15,7,11,9,5,8,7,3,3,3,13,12,14,26,21,15,30,23,33,45,23,31,32
30,24,15,10,10,11,5,3,4,2,2,4,15,9,15,27,24,17,21,20,31,20,24,26,28
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
