Jan,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
1,102,21,56,59,86,138,110,146,86,1,80,118,80,260,19,117,43,61,104,95,40,97,31,13
2,9,19,13,20,17,23,15,46,20,-1,-1,54,136,64,46,117,108,195,173,161,131,217,95,91
3,119,23,126,143,194,178,82,70,80,125,143,199,46,49,191,225,209,158,135,173,137,208,121,119
4,130,36,94,101,130,151,105,138,70,31,73,92,58,104,36,55,90,58,74,77,12,57,106,26
5,11,27,53,34,29,77,44,107,57,66,111,190,186,142,28,48,153,135,167,142,67,147,104,126
6,109,51,110,138,144,124,156,134,54,80,58,70,61,63,35,39,29,102,150,214,129,154,181,117
7,92,159,81,159,215,184,152,164,101,42,41,113,157,115,107,147,127,156,153,139,35,82,28,11
8,22,14,38,45,52,45,70,52,25,32,41,77,31,123,111,14,26,105,158,152,80,54,11,7
9,21,27,28,69,23,75,38,97,34,3,3,114,259,236,104,88,173,202,189,184,60,173,109,81
10,101,9,121,50,63,56,127,83,101,98,79,99,65,133,260,188,162,225,173,122,48,137,143,29
11,128,118,67,128,132,96,121,99,107,5,72,92,180,258,256,137,148,192,197,120,210,233,191,175
12,126,24,72,134,161,116,95,164,154,23,167,181,65,107,94,124,106,75,92,147,65,164,37,111
13,161,45,55,81,47,81,64,62,144,54,87,219,276,275,110,168,177,211,216,201,114,147,102,68
14,135,159,106,110,82,71,57,63,89,77,125,85,89,97,65,132,160,96,84,113,58,40,10,55
15,3,5,12,68,117,113,103,60,7,86,111,156,44,97,77,106,49,79,98,37,56,47,6,24
16,96,44,65,41,39,34,62,106,18,4,14,25,275,296,282,104,174,122,98,99,53,165,32,6
17,11,9,79,52,41,47,88,91,164,154,228,139,143,105,149,149,117,166,176,143,48,148,72,25
18,92,23,86,137,110,90,92,57,58,9,98,71,51,23,26,49,15,1,11,17,16,57,34,57
19,32,-1,69,51,57,42,19,32,41,10,122,43,16,25,63,47,30,2,6,19,17,45,4,42
20,80,32,40,74,60,57,36,61,48,27,37,44,3,17,16,18,26,89,55,48,15,37,47,1
21,8,24,33,41,14,18,18,4,8,1,47,42,7,7,18,25,7,10,40,23,1,18,5,4
22,8,1,48,16,42,27,17,10,6,30,67,117,14,23,31,40,56,39,21,25,18,27,4,12
23,13,9,12,6,17,7,17,20,9,2,4,25,38,29,27,19,32,59,35,30,1,42,11,5
24,7,6,12,20,18,17,46,11,48,19,40,70,9,32,16,19,27,58,48,31,7,27,33,47
25,33,-1,23,41,32,30,56,41,109,50,162,84,43,78,25,24,28,71,28,26,1,-1,15,45
26,-1,1,11,17,26,22,32,50,78,6,62,56,12,83,36,47,45,48,64,54,15,23,4,8
27,30,-1,24,15,13,44,38,35,102,34,59,4,27,22,19,24,20,37,15,23,21,23,14,4
28,40,5,9,12,8,18,23,21,46,8,95,80,25,61,31,194,234,273,142,113,70,56,24,58
29,71,3,53,72,101,101,45,61,10,54,50,130,231,252,160,206,136,154,166,123,53,69,12,49
30,65,13,51,72,60,60,114,80,27,12,180,78,69,37,79,37,58,62,72,42,11,8,29,18
31,17,12,27,57,98,62,71,61,122,164,214,62,61,70,31,30,97,265,253,211,91,132,101,92
