may,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
01,057,052,065,063,051,059,057,043,074,075,068,060,066,037,033,038,029,031,022,036,042,030,058,055
02,066,049,064,061,064,073,072,051,044,054,071,063,067,061,051,026,030,025,027,023,032,042,053,048
03,047,040,067,075,069,077,072,078,048,040,043,060,057,047,043,032,030,022,017,023,038,031,043,037
04,042,038,058,058,052,048,050,076,075,086,064,082,089,054,047,029,024,033,019,028,039,045,034,045
05,045,063,071,080,078,075,076,054,070,061,077,063,044,052,034,044,042,020,025,023,031,036,042,036
06,054,051,074,078,044,038,044,098,075,058,063,060,046,059,024,033,022,023,028,024,038,025,049,050
07,037,040,066,065,074,062,056,076,085,067,068,051,039,053,024,035,021,025,024,019,030,044,037,044
08,042,049,059,052,063,059,053,039,040,059,054,050,033,049,034,033,019,015,029,027,030,032,051,049
09,042,037,056,051,055,049,033,071,057,081,050,062,057,059,059,032,030,027,023,027,040,035,051,036
10,046,045,049,065,064,072,057,045,036,032,056,067,045,060,067,042,020,028,028,021,032,028,039,040
11,051,060,038,050,059,054,064,067,061,053,056,054,060,062,041,042,027,027,024,024,031,044,049,051
12,037,056,065,054,066,060,079,051,054,069,071,063,087,054,048,034,025,034,024,023,048,044,036,048
13,062,050,065,078,066,078,066,060,047,051,073,049,064,073,068,039,039,009,021,015,012,013,023,016
14,018,014,015,012,013,011,017,014,014,022,012,013,011,024,045,025,027,036,027,030,029,032,048,043
15,045,055,050,069,052,045,047,049,080,054,049,054,051,045,063,031,031,027,033,025,044,051,043,047
16,049,052,036,060,049,061,053,060,051,056,044,066,071,067,052,040,029,024,023,030,033,041,030,034
17,039,045,048,065,052,057,059,038,047,066,056,047,058,062,042,040,031,022,020,024,023,035,038,042
18,058,044,042,057,067,078,059,055,058,070,045,044,065,040,039,049,030,015,019,019,040,030,007,015
19,008,010,015,010,008,017,011,055,064,040,044,065,080,056,036,030,033,022,026,028,038,042,040,047
20,047,064,055,062,061,054,059,049,034,061,041,035,038,044,038,036,036,024,028,031,046,029,046,044
21,043,050,056,059,063,058,073,067,073,058,061,050,053,059,051,048,046,020,031,024,030,043,038,042
22,041,040,037,037,053,061,064,065,037,053,046,063,079,072,059,051,035,027,033,037,045,027,046,041
23,044,056,050,052,055,063,031,049,034,036,068,058,065,056,082,064,061,045,030,053,053,069,057,085
24,075,083,106,099,096,104,065,040,063,048,036,057,060,080,076,061,047,045,028,033,052,038,066,083
25,093,081,091,114,063,065,062,085,053,068,069,073,062,073,055,059,033,033,021,028,038,037,042,053
26,061,067,073,069,047,057,082,063,053,058,060,061,042,055,063,064,035,031,028,025,027,036,030,032
27,049,046,047,044,047,059,055,051,041,061,052,061,059,045,059,059,050,027,027,030,031,032,039,048
28,052,060,058,044,050,053,057,043,047,055,046,056,107,085,080,095,061,039,026,021,041,043,052,042
29,057,059,065,053,042,069,058,054,055,049,044,063,052,063,061,063,036,033,036,033,031,033,048,041
30,054,058,059,054,057,068,055,015,006,012,014,039,044,057,076,062,046,035,036,027,036,040,045,044
31,032,049,049,057,065,099,090,072,060,054,056,054,066,078,069,062,043,032,033,032,040,045,048,007
