may,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,10,7,8,8,12,19,17,46,29,40,52,68,63,75,79,71,80,64,73,58,63,36,24,21,""
02,10,10,10,5,16,16,27,32,38,29,52,57,77,81,90,20,95,72,73,59,60,47,34,12,""
03,7,11,9,15,19,25,22,22,38,46,62,58,81,75,82,102,85,52,62,58,47,35,26,10,""
04,9,8,8,14,14,12,26,27,24,45,60,54,78,72,70,99,100,101,67,71,57,40,30,20,""
05,5,3,7,6,15,11,16,37,35,42,80,82,91,93,95,92,77,106,79,64,52,25,13,9,""
06,8,7,4,11,6,15,27,29,45,50,57,93,74,105,97,120,113,114,110,77,56,41,22,16,""
07,14,2,12,14,22,23,25,31,43,44,58,87,82,80,102,88,95,81,69,64,41,47,26,26,""
08,12,9,5,8,18,16,27,31,30,45,63,74,80,78,81,89,71,81,78,65,60,42,30,13,""
09,5,8,5,11,19,21,24,36,39,64,68,79,88,83,99,90,84,62,82,70,70,40,21,12,""
10,6,6,14,12,22,34,22,24,41,39,61,67,89,81,89,78,90,83,56,56,49,44,31,10,""
11,5,7,7,9,13,26,24,33,39,32,60,71,63,67,59,74,60,73,55,33,1,30,19,18,""
12,8,6,14,28,16,21,14,20,35,40,47,69,70,64,86,86,80,68,55,59,81,39,25,10,""
13,4,5,5,14,6,19,25,31,38,52,49,60,60,63,81,72,74,64,55,54,38,42,24,14,""
14,10,15,10,8,10,26,39,20,30,37,53,70,63,66,77,80,67,59,60,59,60,45,30,19,""
15,12,7,5,7,7,18,18,29,29,50,47,66,64,43,78,74,61,62,62,64,75,60,41,19,""
16,17,6,7,14,15,18,19,33,60,61,53,71,75,69,87,72,60,37,46,56,53,49,30,20,""
17,9,7,8,7,14,13,26,33,47,50,54,74,78,90,75,92,68,67,60,62,55,56,35,26,""
18,33,109,14,15,17,30,27,29,43,49,47,62,73,76,88,84,68,60,47,55,81,58,84,70,""
19,33,16,13,13,10,19,22,29,42,43,42,66,74,89,89,82,75,60,53,70,62,51,27,12,""
20,5,19,11,9,28,21,16,36,36,44,66,76,78,86,96,105,77,65,17,24,68,54,32,20,""
21,9,12,17,21,14,25,24,28,43,52,53,57,80,96,93,100,88,65,60,58,61,58,38,17,""
22,10,12,12,12,24,18,25,29,51,54,71,62,83,95,106,117,62,51,47,59,41,32,30,22,""
23,12,8,16,17,14,19,18,28,46,43,58,52,80,81,108,95,73,67,53,45,66,48,37,21,""
24,12,11,3,21,28,21,35,39,39,57,61,65,88,75,96,88,61,64,53,67,54,46,44,28,""
25,29,5,1,27,20,18,25,31,33,47,66,76,80,100,86,86,73,45,50,56,76,69,32,19,""
26,17,9,10,11,18,33,31,48,50,47,71,71,72,107,103,90,90,46,41,56,41,48,36,23,""
27,5,5,6,11,19,29,25,27,35,37,47,56,48,60,61,79,57,40,42,39,50,49,35,25,""
28,12,4,6,12,23,28,29,39,39,45,57,60,65,59,80,73,59,50,35,65,50,64,34,19,""
29,10,7,11,4,16,17,10,22,41,38,54,57,61,84,64,65,17,36,44,70,144,93,40,25,""
30,6,7,15,12,18,23,14,27,24,46,53,67,60,62,87,68,65,57,48,63,60,45,38,30,""
31,36,15,12,17,12,20,33,28,47,47,51,65,81,80,69,75,73,61,57,59,88,69,42,-1,""
