may,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
01,074,062,062,065,065,086,099,122,080,051,053,049,045,039,038,031,027,029,028,025,037,030,032,052
02,049,058,142,114,160,115,060,063,071,082,066,047,055,035,037,036,030,027,034,023,044,034,029,052
03,050,048,059,056,044,061,069,075,083,071,070,052,039,029,036,033,036,027,031,026,026,029,037,050
04,036,040,068,049,083,078,078,063,078,058,057,058,037,033,033,029,025,028,023,032,031,039,032,049
05,031,030,036,031,036,034,043,048,050,047,066,053,051,043,036,033,018,013,041,029,032,029,041,045
06,053,039,051,057,057,064,073,078,080,066,059,040,040,038,027,040,021,036,030,036,031,039,038,042
07,043,035,062,041,061,064,061,072,068,064,048,050,046,033,029,032,038,029,037,020,021,036,032,044
08,047,051,049,049,063,067,064,076,076,072,070,069,044,040,045,048,036,025,039,028,022,035,051,035
09,048,047,050,043,047,060,063,078,076,061,052,054,039,025,040,037,037,021,032,029,036,031,045,029
10,059,034,025,050,049,062,068,071,065,056,061,048,041,038,046,031,029,022,036,022,031,035,028,033
11,041,045,050,046,049,060,062,052,066,055,053,033,035,042,047,029,028,033,020,031,023,036,045,041
12,028,033,050,044,060,051,051,061,069,051,055,041,050,028,037,032,023,017,017,029,039,038,041,047
13,047,042,059,062,042,069,069,038,042,044,032,048,029,034,033,027,020,014,010,013,009,015,007,013
14,014,012,020,009,010,016,008,011,009,016,010,012,019,029,040,030,021,035,035,029,029,038,032,038
15,034,043,038,061,057,051,051,054,063,047,047,032,037,043,032,038,027,023,030,027,032,023,031,047
16,055,053,046,050,047,040,049,047,051,051,036,044,048,038,037,032,035,015,026,031,034,038,037,030
17,032,043,034,040,051,053,054,052,053,050,043,037,027,037,039,043,043,025,014,028,020,041,039,041
18,059,044,040,053,056,061,051,067,065,042,029,010,026,037,041,042,035,028,027,025,036,016,011,011
19,013,015,013,011,010,010,015,054,065,075,050,048,038,045,051,035,032,035,030,031,031,036,042,047
20,050,051,044,053,068,061,056,060,058,071,070,038,047,032,031,037,035,034,023,033,033,034,039,051
21,049,037,043,043,054,051,055,077,078,073,064,060,040,032,035,038,041,039,038,031,032,037,035,035
22,035,040,056,044,057,055,062,077,064,059,059,043,039,060,047,047,048,026,035,039,030,030,043,043
23,045,042,054,040,051,052,066,045,055,060,044,044,043,035,054,068,044,048,042,056,051,058,057,075
24,047,042,049,060,045,051,050,052,074,079,065,059,053,044,060,057,037,041,037,035,036,030,044,043
25,072,057,066,066,063,072,076,086,085,073,085,053,055,051,048,051,031,038,031,042,042,039,048,052
26,050,055,060,072,055,072,076,091,071,074,066,034,030,035,059,047,040,037,035,040,045,057,058,045
27,060,055,059,048,063,076,084,081,066,057,067,046,045,054,068,052,051,037,023,025,024,040,036,040
28,044,051,050,043,055,044,059,065,056,068,051,046,045,041,046,082,004,-1,-1,-1,-1,-1,-1,-1,-1
29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
30,-1,-1,-1,-1,-1,-1,-1,-1,009,016,020,011,016,014,024,018,024,019,030,027,037,042,085,097
31,133,126,119,189,274,183,094,034,024,027,018,015,026,026,034,041,016,009,021,037,-1,-1,-1,-1,-1
