may,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,4,4,6,6,6,15,5,12,3,3,12,14,10,12,5,2,7,1,1,1,4,3,3,4,""
02,4,4,7,7,7,14,10,20,14,20,16,19,16,13,11,3,3,2,1,1,0,3,4,4,""
03,3,7,11,14,10,12,18,13,23,15,27,27,16,22,7,4,7,3,1,2,1,6,3,2,""
04,4,10,9,7,9,21,15,26,22,24,14,18,12,5,6,4,4,6,2,2,2,3,4,7,""
05,4,5,7,7,12,23,24,24,14,16,29,17,22,16,11,8,2,4,0,1,2,3,2,4,""
06,4,5,5,7,10,16,25,26,20,14,26,15,20,9,11,2,4,5,5,1,2,2,2,7,""
07,7,6,12,12,14,22,15,15,21,22,21,22,13,10,6,6,8,3,2,0,3,1,3,6,""
08,7,12,12,9,7,18,15,16,20,25,36,10,16,7,3,6,3,6,1,1,1,2,3,6,""
09,2,5,4,9,19,11,6,10,11,11,7,12,8,15,12,6,3,1,0,3,0,1,7,10,""
10,2,8,8,13,11,8,29,16,14,27,42,32,11,13,12,7,11,5,3,0,5,4,2,6,""
11,8,3,5,10,11,14,7,11,19,6,13,18,14,10,9,7,4,5,1,4,5,4,4,6,""
12,7,7,7,8,10,10,8,7,16,15,18,18,19,6,10,7,6,4,3,3,1,3,2,3,""
13,9,8,7,13,14,12,11,8,5,8,8,9,11,6,11,9,11,7,2,3,4,5,4,4,""
14,1,10,6,8,17,18,13,11,11,22,20,23,22,10,3,8,4,9,3,5,8,3,2,4,""
15,4,11,10,8,12,13,17,11,15,9,18,15,13,23,12,9,4,4,2,23,6,3,7,4,""
16,6,9,9,5,14,15,18,7,19,17,21,17,17,18,7,11,6,2,3,3,0,5,2,5,""
17,7,9,6,5,10,17,8,10,9,11,22,15,14,10,9,9,11,3,4,3,1,0,3,5,""
18,9,9,9,7,17,13,4,11,17,17,17,26,13,14,10,6,4,2,2,1,5,3,3,11,""
19,7,6,15,13,15,12,10,10,9,17,15,13,16,13,10,10,6,5,4,1,1,3,8,2,""
20,10,7,11,11,16,15,20,8,19,18,18,17,14,14,8,5,8,3,0,1,1,0,4,4,""
21,10,8,10,15,13,18,12,18,18,24,11,22,27,23,18,10,5,4,5,1,2,2,7,8,""
22,11,10,11,16,15,16,15,18,15,16,14,27,26,15,16,4,8,5,4,1,4,4,5,5,""
23,4,9,7,9,9,19,10,16,12,15,13,18,15,13,9,2,2,2,2,3,6,1,3,4,""
24,7,15,5,18,16,12,20,13,11,22,26,27,18,12,12,15,6,1,5,0,5,6,6,7,""
25,8,8,13,9,20,10,18,14,11,5,11,14,24,12,11,11,9,8,6,4,0,1,3,3,""
26,10,5,12,14,12,11,12,10,10,4,10,11,11,16,4,6,5,8,7,5,4,4,0,7,""
27,6,13,11,13,10,12,5,8,7,11,13,19,12,7,5,9,11,7,4,4,2,4,6,2,""
28,5,14,10,11,20,15,15,26,19,11,12,11,12,8,9,6,4,11,3,3,2,2,6,13,""
29,9,8,23,18,22,14,11,16,14,8,22,25,18,22,15,9,8,6,9,6,4,8,6,3,""
30,9,13,12,14,14,23,14,13,20,15,25,29,15,5,8,23,8,9,2,2,8,3,3,7,""
31,4,7,17,16,12,25,14,73,14,11,32,33,22,27,17,11,3,9,1,0,4,4,4,-1,""
