may,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,15,9,10,5,7,16,19,12,20,12,14,12,7,6,11,7,8,14,19,19,12,40,23,17,""
02,11,11,22,14,15,17,19,20,12,10,12,7,11,12,14,10,6,11,4,5,9,9,5,3,""
03,6,8,15,28,13,20,26,37,34,18,26,8,26,13,14,11,6,2,7,8,3,12,11,14,""
04,8,13,10,21,19,15,26,19,13,20,12,10,11,9,5,7,8,5,5,56,7,8,8,8,""
05,7,6,9,17,14,19,31,29,20,11,18,11,16,12,4,11,2,6,6,15,3,5,11,11,""
06,11,10,8,20,27,37,21,43,86,380,26,7,26,7,13,11,6,5,4,8,10,11,7,10,""
07,4,12,15,15,15,29,21,13,9,19,12,12,9,15,14,8,9,9,8,11,15,6,4,5,""
08,7,12,10,5,22,21,25,19,22,15,24,21,10,11,9,7,2,3,6,11,37,11,5,10,""
09,6,13,22,14,13,26,28,39,12,13,15,11,14,12,9,6,20,5,8,10,15,21,8,21,""
10,9,16,12,15,12,22,26,23,18,11,13,16,11,6,10,4,4,3,7,1,3,7,7,7,""
11,13,19,13,15,16,22,20,21,18,21,8,27,10,10,14,14,6,12,7,6,7,10,8,9,""
12,11,15,10,14,15,19,19,14,38,16,18,19,31,13,8,6,7,10,22,43,11,8,10,9,""
13,16,10,16,11,13,24,13,14,18,37,27,12,15,9,18,96,21,47,78,22,113,124,16,15,""
14,27,19,13,7,7,19,45,45,99,23,24,23,16,47,50,81,96,83,112,65,70,94,134,96,""
15,55,55,124,109,154,68,53,54,62,38,34,34,33,58,27,32,48,43,79,675,473,350,144,149,""
16,90,113,74,112,66,52,66,51,46,133,64,79,161,176,162,105,97,258,518,366,367,425,349,456,""
17,352,235,181,188,144,83,136,151,211,304,281,307,418,431,454,504,609,721,771,526,693,623,490,795,""
18,549,502,468,458,475,276,62,75,57,70,84,116,171,204,134,87,145,172,428,224,222,316,388,392,""
19,335,138,157,161,189,84,121,95,99,88,126,137,102,126,156,150,165,194,244,276,277,380,423,468,""
20,444,394,321,314,304,246,264,215,197,115,142,190,179,115,257,298,126,250,177,243,244,359,266,390,""
21,416,337,303,236,215,135,100,168,151,249,221,155,218,138,92,117,186,98,81,54,43,249,81,82,""
22,250,175,80,80,101,67,75,59,80,93,247,171,38,29,27,66,53,28,98,105,88,28,33,36,""
23,28,18,15,15,19,27,23,19,14,13,18,16,19,12,17,41,221,80,109,144,49,67,19,21,""
24,36,19,11,17,13,11,131,17,17,16,20,21,19,13,9,21,15,238,457,428,386,396,50,36,""
25,23,18,12,19,23,18,20,23,17,13,18,19,19,16,12,11,6,16,68,90,226,325,242,140,""
26,29,26,25,16,19,30,19,21,21,25,34,53,44,42,26,23,135,63,66,238,247,198,221,236,""
27,62,56,41,36,32,27,20,25,52,62,37,49,33,58,119,55,53,44,43,78,146,179,136,26,""
28,25,17,13,10,18,13,31,20,18,14,10,8,16,9,26,19,15,13,22,10,68,104,12,24,""
29,18,8,13,6,10,13,14,16,12,8,20,7,3,16,9,40,14,36,18,17,12,17,24,14,""
30,19,10,12,20,15,14,25,40,16,11,10,9,12,16,26,14,25,13,25,48,33,11,10,13,""
31,8,15,12,4,12,16,16,1,-1,-1,3,1,8,16,13,21,34,35,19,22,2,-1,-1,0,""
[E]hza,"}}el~f{}aIphaff'jfd"
