dec,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,7,11,12,18,13,12,7,11,4,-1,-1,-1,-1,-1,3,3,5,8,11,8,6,4,12,5,""
02,12,11,20,15,11,12,9,3,3,5,7,3,5,3,7,4,5,1,4,3,6,6,3,5,""
03,7,3,6,5,4,3,6,3,2,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,0,""
04,2,1,-1,1,-1,1,1,-1,-1,1,-1,-1,-1,1,-1,-1,2,1,2,1,1,1,-1,1,""
05,2,1,-1,1,2,1,4,3,-1,1,2,2,2,3,1,-1,-1,1,-1,3,-1,2,-1,0,""
06,2,4,4,7,2,1,3,2,-1,-1,-1,2,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,""
07,8,13,15,17,15,15,20,13,14,14,14,5,4,4,5,8,2,4,7,10,9,7,10,12,""
08,11,22,12,12,19,14,21,11,12,8,11,12,15,9,5,7,7,6,8,10,8,12,7,8,""
09,13,15,7,10,16,7,12,7,12,6,5,8,5,6,4,3,3,2,7,8,6,2,7,10,""
10,20,15,13,12,18,14,24,19,11,10,10,9,6,5,3,2,5,4,10,6,10,12,10,12,""
11,14,20,16,26,14,26,16,14,16,20,21,8,16,8,7,6,8,10,9,7,11,14,17,11,""
12,14,19,33,27,23,22,20,26,12,12,11,10,15,8,6,7,5,10,12,16,29,21,23,15,""
13,23,27,36,59,55,47,33,21,25,11,10,5,7,7,5,9,4,6,16,216,38,115,51,35,""
14,19,43,55,79,60,52,31,34,26,12,7,6,3,2,3,3,6,6,16,23,42,35,52,32,""
15,38,45,49,43,44,35,19,22,7,10,17,5,12,11,9,6,5,2,9,10,8,9,9,17,""
16,13,11,21,12,10,12,12,13,13,5,13,7,3,6,6,9,5,5,1,10,6,11,6,6,""
17,5,6,14,16,15,11,7,5,6,15,7,14,3,4,7,3,5,7,7,3,8,6,7,8,""
18,10,12,13,7,18,20,8,8,12,3,10,5,10,9,6,6,7,6,2,3,5,4,4,9,""
19,10,10,10,19,15,10,8,9,7,13,10,8,7,9,11,5,3,6,10,7,10,7,8,12,""
20,8,14,9,17,16,22,14,13,14,7,11,9,10,10,7,7,3,5,9,8,8,4,7,6,""
21,8,11,11,7,15,12,13,18,11,10,15,13,12,10,10,4,3,5,7,2,8,9,6,8,""
22,8,10,22,8,15,13,17,11,10,14,22,10,11,11,5,7,1,9,6,7,10,4,7,19,""
23,18,17,12,11,15,18,10,10,14,10,8,13,9,15,10,9,4,5,7,11,4,6,6,6,""
24,8,8,9,13,19,19,12,16,7,10,10,19,19,8,6,7,6,8,9,10,4,5,6,5,""
25,13,11,12,13,12,13,14,10,12,16,13,9,2,9,8,7,5,9,4,5,6,4,5,11,""
26,8,10,8,16,15,8,10,8,4,9,7,2,10,6,5,4,1,5,6,6,4,8,10,7,""
27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,9,8,7,3,4,8,2,8,8,7,6,""
28,10,12,11,6,13,10,12,9,9,12,7,8,6,8,9,2,6,5,8,4,4,10,6,3,""
29,10,10,6,6,4,5,4,12,7,5,4,6,2,7,3,3,2,4,34,35,2,8,1,2,""
30,3,1,3,5,1,2,5,8,1,2,1,-1,4,4,2,4,1,3,1,2,6,2,3,3,""
31,2,6,12,8,8,8,9,4,7,7,9,10,9,5,7,5,10,6,5,7,10,13,7,0,""
