dec,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,25,43,37,55,41,50,39,25,10,3,6,5,4,4,11,16,14,12,22,33,51,30,31,23,""
02,18,22,33,34,37,34,41,36,42,28,35,38,30,38,28,18,18,20,37,35,44,31,26,22,""
03,20,14,29,25,31,47,40,25,26,28,27,33,25,14,14,6,15,21,32,34,36,26,17,24,""
04,21,41,49,40,39,35,27,27,43,20,30,40,24,25,16,16,18,16,35,33,36,24,24,14,""
05,13,46,31,27,37,40,32,33,27,28,22,30,22,20,26,12,16,10,31,36,38,36,22,26,""
06,16,22,35,34,44,36,30,40,37,32,27,29,20,38,12,17,23,17,20,34,33,44,11,22,""
07,21,22,22,33,28,26,30,23,31,21,35,30,23,8,20,26,14,18,36,28,48,29,24,29,""
08,13,18,35,25,25,18,20,27,24,23,22,32,24,23,33,25,10,14,27,34,31,31,41,39,""
09,35,34,47,53,46,37,43,41,50,48,53,38,28,24,26,27,11,13,26,27,28,28,18,23,""
10,35,35,47,37,45,29,29,41,28,22,33,34,19,20,9,12,14,10,22,25,20,34,27,14,""
11,10,17,20,29,33,36,32,26,25,23,32,32,25,17,7,9,20,21,13,13,39,34,21,19,""
12,21,21,32,26,56,36,23,32,26,27,16,18,15,11,11,13,14,16,37,45,70,84,49,35,""
13,24,16,32,52,76,101,66,70,53,45,38,39,28,26,23,16,17,32,47,66,77,119,89,95,""
14,38,62,126,162,178,138,110,93,68,41,34,21,12,22,16,13,8,24,37,49,69,54,62,58,""
15,28,34,69,72,53,52,52,36,47,27,41,28,24,25,24,16,8,12,20,31,43,28,20,16,""
16,14,24,21,18,19,13,24,36,21,24,3,18,25,25,14,14,14,5,12,15,16,13,12,11,""
17,7,12,7,18,15,8,9,13,4,7,9,6,8,6,7,7,6,3,9,14,10,5,4,3,""
18,8,7,5,12,8,9,15,13,19,8,18,11,20,10,12,11,13,9,19,19,19,15,12,12,""
19,8,4,11,7,15,15,14,10,12,17,9,10,20,16,9,6,12,3,12,15,25,35,8,9,""
20,11,10,12,15,20,12,15,19,9,18,11,4,9,13,6,9,10,21,13,21,28,30,4,9,""
21,6,14,11,14,12,9,5,15,12,11,22,11,9,3,5,2,3,9,15,26,14,15,8,8,""
22,8,9,10,15,24,21,27,21,11,14,13,11,13,8,9,12,11,8,2,19,7,19,11,12,""
23,11,8,10,2,3,9,7,11,15,7,5,8,5,10,9,4,7,4,15,10,16,10,7,2,""
24,12,12,6,15,13,14,12,17,12,19,12,16,17,18,16,7,7,6,10,8,8,8,11,2,""
25,9,20,16,24,22,18,15,9,12,13,29,13,30,10,17,20,20,33,38,25,70,16,18,55,""
26,48,28,25,22,34,21,26,36,24,19,36,28,16,23,59,18,13,20,22,52,14,17,15,14,""
27,26,17,18,10,20,22,17,17,15,20,32,39,33,30,12,26,14,15,14,27,30,14,11,24,""
28,19,32,38,28,27,36,49,27,24,30,34,29,26,30,27,15,12,11,23,29,30,19,20,17,""
29,22,36,36,27,24,35,41,34,27,53,26,33,28,25,22,14,35,18,28,34,47,22,15,17,""
30,20,27,31,27,39,37,35,32,22,41,18,31,15,4,3,46,22,21,43,53,39,18,13,20,""
31,31,20,20,61,40,47,33,40,30,34,33,44,28,26,11,14,21,15,25,29,39,26,20,-1,""
