dec,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,71,116,122,137,119,124,103,72,45,2,0,0,0,1,0,21,36,34,36,39,37,26,34,30,""
02,27,42,51,45,64,49,47,55,45,41,44,39,38,29,30,32,24,35,32,29,31,34,22,42,""
03,47,47,55,40,36,47,44,43,45,36,44,46,39,37,30,36,32,41,34,42,54,36,32,34,""
04,35,43,86,144,130,143,148,115,93,76,94,80,70,71,88,73,60,74,83,76,109,89,74,77,""
05,92,122,120,145,147,148,135,125,96,101,92,79,73,67,60,65,57,53,75,78,82,65,70,67,""
06,81,77,81,71,52,55,54,53,52,54,39,83,92,92,65,53,51,54,76,71,93,99,90,83,""
07,105,116,143,158,153,162,141,151,142,149,106,108,78,86,62,47,53,69,64,76,90,73,46,94,""
08,70,109,97,106,104,71,39,44,85,80,79,62,47,53,46,34,28,17,24,44,36,42,29,22,""
09,31,32,27,36,57,61,58,42,83,93,64,39,33,41,44,33,41,39,56,51,65,67,49,19,""
10,24,27,40,29,39,46,52,44,54,80,44,36,41,30,41,35,16,29,33,42,36,49,24,16,""
11,23,-1,-1,-1,-1,-1,-1,52,64,61,0,50,48,41,33,30,39,28,33,47,39,50,45,22,""
12,16,24,41,44,30,36,74,60,72,58,50,56,41,36,24,27,22,27,39,64,66,76,38,18,""
13,29,28,30,55,76,105,101,99,81,52,38,25,30,10,17,18,12,16,40,49,62,71,99,98,""
14,54,52,88,127,139,148,126,118,100,115,95,44,56,47,28,26,33,23,33,56,63,72,64,52,""
15,45,50,53,82,84,83,66,62,65,53,38,42,36,37,23,18,11,14,7,16,24,20,21,23,""
16,27,22,21,36,36,40,31,22,57,43,47,43,45,42,30,21,29,24,26,27,16,31,29,28,""
17,20,24,18,32,15,24,21,30,120,120,89,83,87,60,82,66,26,45,51,72,57,73,76,60,""
18,82,95,108,113,94,60,60,64,98,89,61,62,66,57,56,51,37,65,50,65,79,73,80,66,""
19,85,86,109,98,81,41,65,66,92,104,111,82,86,85,72,60,50,47,71,77,77,73,67,81,""
20,82,94,112,123,146,111,105,101,81,42,73,59,41,45,20,19,22,15,14,19,16,19,22,17,""
21,15,15,42,23,19,29,31,23,32,19,43,34,40,37,31,26,21,17,18,19,29,31,16,22,""
22,25,26,29,39,40,35,33,27,25,23,19,22,43,36,24,24,34,32,26,23,20,21,10,10,""
23,12,23,25,38,28,37,37,34,87,89,69,88,83,82,68,65,57,35,40,48,54,52,33,30,""
24,9,32,26,26,30,37,28,52,29,26,28,34,31,11,10,14,13,15,13,26,23,20,18,27,""
25,36,31,51,40,41,41,36,31,64,43,41,48,37,42,35,24,21,21,14,25,27,24,28,20,""
26,23,23,31,20,33,41,38,34,31,25,41,33,30,20,18,17,25,26,16,28,11,23,11,20,""
27,24,30,25,39,22,19,19,36,20,37,24,22,25,14,36,26,29,18,19,22,24,25,34,20,""
28,21,33,43,42,55,41,32,28,48,66,45,56,32,61,46,44,25,25,24,22,18,15,14,10,""
29,20,20,18,27,39,25,37,30,28,53,38,37,34,27,22,27,28,19,21,14,14,12,25,25,""
30,21,27,17,25,41,43,38,42,36,48,65,53,47,38,38,37,19,22,19,17,22,23,21,17,""
31,22,19,25,23,29,29,30,31,32,27,44,42,37,25,23,33,35,32,24,27,12,15,46,-1,""
