feb,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,77,112,129,148,122,115,94,109,111,109,105,96,105,86,55,55,51,53,52,76,77,86,52,87,""
02,122,120,145,171,150,110,127,118,103,117,117,114,102,87,73,65,65,57,65,72,85,102,71,91,""
03,125,144,149,157,130,161,123,117,119,128,122,119,108,58,66,54,42,34,48,58,61,50,51,78,""
04,84,90,107,132,116,129,106,102,108,99,118,110,93,72,82,70,41,60,66,69,62,60,44,69,""
05,82,101,108,120,112,115,97,86,85,108,137,99,121,73,69,55,71,56,60,65,59,68,53,63,""
06,73,125,115,111,106,91,115,104,127,143,143,94,105,105,93,89,61,70,65,76,79,76,63,78,""
07,82,122,135,142,130,128,146,118,121,134,136,118,114,124,85,75,96,104,90,104,111,103,68,81,""
08,96,112,121,159,138,154,132,141,133,116,111,103,109,92,82,63,53,53,64,59,75,79,63,81,""
09,100,134,146,144,125,117,125,129,147,133,143,129,129,116,98,92,78,67,61,75,69,84,66,98,""
10,133,137,156,134,154,146,118,133,152,158,151,155,158,118,93,84,53,70,52,53,59,53,44,53,""
11,64,73,91,102,99,92,104,108,105,133,140,138,137,109,96,91,72,78,53,59,60,63,32,65,""
12,67,84,117,124,106,91,111,100,110,136,147,140,127,113,82,79,89,75,72,75,61,69,51,68,""
13,84,107,131,113,119,114,108,111,118,22,166,141,154,127,96,77,80,83,77,71,57,72,49,82,""
14,83,121,139,158,135,147,140,123,126,101,117,95,95,98,78,67,53,52,57,69,70,60,46,65,""
15,71,84,136,125,112,125,110,112,85,109,101,103,98,74,63,58,67,61,53,52,71,76,53,68,""
16,97,130,141,139,126,121,112,106,117,118,108,105,92,93,91,66,54,53,57,76,60,70,61,105,""
17,126,123,125,117,115,130,118,120,110,113,129,110,98,84,82,75,72,55,51,68,60,55,53,68,""
18,89,107,121,115,125,121,102,117,112,92,97,88,73,87,72,67,56,63,46,61,53,57,40,53,""
19,71,114,112,134,107,75,83,120,110,123,116,121,109,83,82,77,50,56,84,70,53,64,44,73,""
20,99,114,120,106,130,124,147,125,138,132,155,146,143,127,83,99,86,66,81,70,56,45,56,48,""
21,95,104,130,116,123,114,132,115,128,142,145,136,133,117,93,89,76,70,71,60,56,40,50,45,""
22,122,128,121,127,105,140,127,130,120,123,119,120,108,94,92,85,82,65,61,78,70,65,63,78,""
23,80,111,132,163,127,144,135,133,136,105,127,115,105,108,88,87,73,62,77,79,80,76,66,75,""
24,94,80,114,122,106,109,116,112,98,109,88,102,92,82,92,70,51,70,76,79,72,70,54,76,""
25,82,134,140,130,124,132,109,127,128,142,143,143,119,120,92,89,80,75,66,55,54,49,72,69,""
26,92,142,140,132,143,106,101,120,127,140,118,139,108,124,110,80,87,59,68,65,56,51,64,58,""
27,74,120,132,119,118,116,126,114,114,125,171,128,124,113,94,80,67,54,56,57,60,47,61,71,""
28,75,95,114,110,128,120,111,110,125,144,143,127,107,102,109,64,59,49,58,75,67,61,51,5,""
29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
