feb,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,41,51,55,65,49,65,42,54,29,37,37,44,35,33,28,40,29,33,31,31,41,34,19,28,""
02,39,59,49,73,79,88,59,49,39,45,53,52,52,41,34,29,23,23,23,23,29,33,34,36,""
03,47,48,56,51,72,59,63,50,49,56,47,60,41,40,34,23,31,37,25,31,47,31,33,27,""
04,43,48,46,51,43,46,55,47,46,47,54,51,58,38,29,20,25,28,29,25,36,33,19,29,""
05,31,40,56,58,44,53,40,63,47,45,59,43,48,43,40,25,36,42,26,23,39,34,31,31,""
06,34,46,45,61,51,51,53,65,41,61,54,49,43,36,38,27,39,26,26,28,23,26,28,29,""
07,39,55,58,49,48,40,45,31,31,36,65,54,48,41,22,31,15,35,27,24,28,35,51,46,""
08,57,59,72,73,76,73,58,70,45,39,43,51,31,28,21,22,27,19,21,28,35,31,26,20,""
09,35,36,45,41,43,45,57,40,55,45,50,53,41,34,33,23,27,31,19,20,31,18,6,23,""
10,23,26,49,47,55,35,34,58,30,51,61,39,36,52,23,25,27,26,20,28,38,30,31,31,""
11,27,38,35,42,53,48,38,44,32,28,53,51,63,32,36,27,29,29,33,30,23,25,14,33,""
12,21,39,34,46,31,41,44,35,48,27,34,35,35,17,17,22,18,24,29,23,25,26,24,35,""
13,32,38,42,31,41,42,40,35,41,27,40,38,29,25,20,26,28,26,32,27,35,24,29,35,""
14,37,40,40,46,49,48,47,52,40,39,39,35,32,28,21,24,16,40,32,26,28,19,27,29,""
15,35,29,39,40,40,38,41,48,37,35,39,37,33,25,20,27,16,28,15,23,32,28,24,25,""
16,38,50,55,58,46,40,63,55,59,49,47,39,56,50,33,35,35,35,28,17,36,42,34,39,""
17,39,50,57,60,58,56,46,55,55,63,47,29,42,24,19,19,28,33,35,45,30,19,34,25,""
18,39,38,46,56,51,49,53,38,51,55,42,47,34,38,26,24,17,40,23,24,40,29,29,27,""
19,33,50,41,52,55,47,63,54,44,48,36,52,45,30,29,24,35,27,26,26,37,30,31,34,""
20,40,46,40,50,46,46,60,58,39,49,31,36,54,50,40,21,20,35,24,38,34,33,27,33,""
21,43,53,49,63,51,42,53,38,47,56,44,41,36,34,22,18,26,28,29,29,32,24,30,27,""
22,34,46,48,58,50,44,46,61,45,51,58,51,46,30,28,26,29,22,25,27,32,30,17,26,""
23,38,39,38,30,46,39,47,27,51,48,38,48,44,34,26,22,29,25,23,25,39,24,29,33,""
24,43,49,59,47,48,45,42,57,37,46,57,45,40,27,29,15,22,32,29,18,40,27,18,35,""
25,41,38,64,48,49,49,55,49,60,39,31,26,24,29,21,28,17,14,30,29,24,20,25,30,""
26,60,84,80,67,70,71,68,70,45,44,35,37,30,22,33,27,23,46,17,33,25,38,26,35,""
27,40,53,56,69,43,38,55,59,42,39,45,43,38,42,29,29,18,16,23,23,19,33,31,28,""
28,34,45,45,39,39,38,49,39,30,31,34,44,35,35,33,22,22,22,19,31,34,27,30,5,""
29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
