feb,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,2,4,5,3,1,3,3,2,2,2,0,3,3,1,0,0,0,0,0,1,1,1,2,4,""
02,1,4,3,6,2,8,2,6,1,4,3,7,4,2,0,1,0,2,0,0,2,3,3,1,""
03,1,5,4,5,8,6,3,3,2,1,3,2,1,1,2,1,0,0,0,0,0,1,2,1,""
04,2,3,6,2,2,4,3,2,2,0,4,1,2,0,4,0,2,0,0,1,0,0,1,1,""
05,1,1,4,5,2,3,5,4,4,2,6,1,0,1,2,0,2,0,1,0,0,1,2,4,""
06,1,4,0,2,3,5,4,1,0,3,5,1,0,3,2,1,0,0,0,0,1,0,7,4,""
07,7,5,3,6,0,5,4,0,1,0,4,1,1,0,1,0,1,0,0,0,2,0,4,4,""
08,2,5,1,1,2,5,2,4,4,2,4,0,0,1,1,0,0,0,0,0,0,0,0,3,""
09,4,3,5,1,0,3,2,1,2,2,7,0,1,0,4,1,0,0,1,1,1,0,1,0,""
10,2,2,1,2,5,3,3,1,3,4,1,1,2,1,1,1,3,0,0,0,0,0,0,2,""
11,1,1,4,3,4,1,2,1,2,3,1,2,0,0,0,0,0,0,0,1,3,3,2,5,""
12,2,2,3,4,2,3,2,3,1,3,0,2,1,1,2,0,1,0,0,1,0,1,2,2,""
13,1,1,3,3,5,2,3,1,5,3,2,1,2,1,1,2,0,0,0,1,1,0,1,1,""
14,3,5,3,6,8,2,4,4,1,0,2,4,1,1,0,2,0,0,0,1,2,2,0,2,""
15,1,2,5,7,3,2,3,3,3,1,2,0,2,0,1,0,0,0,0,0,0,1,2,1,""
16,1,2,0,4,1,4,5,3,0,1,2,0,0,2,1,0,0,0,0,0,3,0,5,3,""
17,1,3,3,9,5,4,4,5,3,2,2,3,1,1,1,1,1,0,0,0,0,1,0,0,""
18,7,2,0,3,2,2,3,2,3,2,4,0,0,0,0,0,0,0,1,0,1,1,3,0,""
19,2,4,1,5,1,4,3,1,1,0,0,0,1,3,0,0,1,0,0,0,0,2,0,3,""
20,1,2,2,4,2,3,3,1,2,5,2,2,0,1,3,1,0,0,2,1,2,0,3,2,""
21,2,0,2,1,3,3,2,1,1,3,3,1,2,2,0,0,0,0,0,1,0,0,0,0,""
22,2,1,4,10,10,1,5,3,3,4,2,2,2,1,3,1,0,0,0,0,0,0,1,2,""
23,4,5,1,3,4,3,3,3,5,2,1,2,0,1,2,0,0,0,1,0,0,0,0,2,""
24,2,3,6,3,4,3,1,4,6,5,2,1,2,1,1,0,2,1,0,0,3,0,4,2,""
25,1,2,2,1,1,3,5,1,2,5,2,0,3,2,1,0,1,0,0,4,0,0,0,1,""
26,4,6,1,6,1,0,4,4,5,2,6,1,1,0,1,0,0,0,0,0,0,1,1,1,""
27,1,1,5,5,3,2,4,3,2,3,4,1,3,1,2,0,0,0,0,0,1,2,3,2,""
28,7,1,2,4,1,4,4,4,2,2,2,2,1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,""
29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
