feb,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,21,31,42,31,24,33,27,33,27,25,23,25,25,21,18,12,12,12,14,14,18,17,11,18,""
02,35,29,35,38,23,39,27,35,23,33,28,35,35,22,17,24,21,13,20,25,25,27,39,28,""
03,34,35,42,13,36,43,17,21,21,18,21,39,26,18,24,19,15,15,11,24,18,20,23,22,""
04,25,32,45,45,26,39,32,33,28,38,37,25,22,24,22,26,11,18,11,16,25,14,24,21,""
05,24,38,46,47,44,40,26,33,25,37,44,41,22,24,22,26,11,18,11,16,25,14,24,21,""
06,24,38,46,47,44,40,26,33,25,37,44,41,22,24,22,26,11,18,11,16,25,14,24,21,""
07,24,38,46,47,44,40,26,33,25,37,44,41,22,24,22,26,11,18,11,16,25,14,24,21,""
08,24,38,46,47,44,40,26,33,25,37,44,41,22,24,22,26,11,18,11,16,25,14,24,21,""
09,38,36,36,40,28,32,24,33,40,39,43,29,19,25,27,14,14,17,17,18,21,24,27,19,""
10,36,30,40,37,46,41,42,30,30,40,42,39,31,22,16,19,13,22,19,23,26,24,18,23,""
11,27,29,35,28,34,37,31,22,19,33,37,28,33,25,17,11,20,14,15,23,31,22,20,24,""
12,25,33,33,33,33,28,17,19,17,24,46,29,32,29,16,18,18,16,24,22,20,30,27,27,""
13,28,29,38,31,27,17,17,15,19,10,32,21,20,19,24,15,12,15,18,18,15,25,22,24,""
14,25,35,44,50,41,35,27,35,35,38,27,24,34,29,29,20,13,18,13,28,33,22,21,22,""
15,34,44,41,40,48,42,27,23,23,29,37,34,30,25,14,20,6,14,19,20,24,28,14,30,""
16,34,35,42,45,39,30,30,27,17,23,26,34,25,29,21,21,20,10,11,22,20,17,21,35,""
17,30,39,39,38,30,30,24,24,17,17,34,39,22,22,15,23,28,14,21,31,24,21,24,30,""
18,36,28,39,32,28,34,27,24,35,23,34,26,23,22,15,19,14,15,16,16,19,31,22,35,""
19,31,45,41,36,40,24,33,20,16,34,28,43,42,23,26,16,18,6,16,13,13,13,16,19,""
20,14,13,18,17,15,7,18,14,21,25,35,35,36,38,35,27,17,20,25,18,15,28,15,13,""
21,16,17,16,11,19,13,19,15,16,25,22,32,28,26,14,10,22,13,12,17,25,21,8,16,""
22,10,17,13,11,7,4,5,15,4,14,17,25,20,22,25,18,7,11,15,9,10,13,8,14,""
23,5,10,10,10,7,9,38,14,23,8,6,16,18,15,12,11,9,11,9,4,8,10,4,11,""
24,9,5,9,5,4,6,9,8,9,12,7,16,13,10,13,11,19,13,6,22,24,13,11,19,""
25,6,11,9,9,8,9,18,30,25,22,20,25,21,32,20,11,20,22,22,11,16,23,28,23,""
26,47,42,44,43,36,34,25,28,42,31,23,27,23,26,26,15,27,10,18,23,22,24,35,29,""
27,29,32,39,41,46,39,32,24,32,28,29,38,30,24,26,18,39,38,14,17,20,29,23,33,""
28,29,44,43,40,37,24,19,16,21,26,30,38,33,31,26,21,23,10,16,26,21,23,64,5,""
29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
