mar,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
01,272,215,202,303,341,298,295,287,241,329,323,253,194,132,98,105,94,82,75,93,135,178,203,291
02,218,194,203,278,297,313,365,290,289,307,293,248,200,149,95,95,75,56,81,100,127,173,234,258
03,271,244,190,270,273,309,282,285,300,264,305,249,213,132,134,113,79,69,77,120,145,189,245,245
04,257,212,201,247,283,307,311,291,301,305,267,256,191,163,125,98,91,74,76,100,135,205,226,270
05,244,169,222,250,315,276,293,277,274,307,323,228,183,141,125,93,76,82,80,123,128,204,212,284
06,303,239,199,205,271,250,270,277,292,288,281,269,183,152,122,105,62,100,87,95,124,172,207,250
07,262,266,235,300,242,236,233,269,305,272,315,250,195,160,145,127,108,87,85,100,133,172,210,271
08,276,238,219,228,277,254,253,237,274,312,274,251,197,149,103,64,99,75,74,81,155,181,211,283
09,241,236,226,224,255,268,270,290,333,314,252,256,166,136,103,105,66,77,80,95,117,180,222,284
10,261,218,219,242,250,263,284,279,273,313,325,254,193,126,121,91,82,70,51,88,122,170,233,267
11,249,233,192,226,255,279,254,307,265,326,329,305,197,132,93,79,65,49,68,75,131,160,174,195
12,242,182,208,283,278,279,284,264,310,331,321,273,168,114,126,84,57,67,78,104,129,170,233,236
13,256,219,196,45,235,241,200,263,279,340,305,278,159,116,100,78,65,55,78,78,128,155,176,215
14,265,228,169,228,283,262,254,253,250,260,278,230,162,129,94,91,75,42,56,76,96,166,202,246
15,287,253,228,215,242,276,233,255,280,307,315,226,148,115,88,62,52,59,65,57,109,146,182,244
16,247,178,195,234,264,265,274,296,291,315,326,269,178,143,108,115,61,71,75,93,113,198,185,-1,-1
17,-1,-1,-1,-1,-1,-1,36,265,279,318,296,221,181,138,98,77,71,60,61,97,135,184,225,245
18,244,176,154,179,260,278,266,272,268,275,305,243,134,129,78,93,64,45,64,80,123,153,226,230
19,219,176,191,216,262,268,259,260,298,355,302,244,162,117,146,102,83,67,73,79,116,152,222,241
20,253,169,170,176,238,273,264,281,312,303,277,265,165,119,133,96,73,49,63,86,125,146,225,284
21,274,220,176,221,275,294,284,287,279,279,257,223,137,142,122,103,101,59,69,90,142,173,197,244
22,237,179,210,216,259,245,259,268,323,302,268,212,172,123,92,85,70,50,67,75,135,121,186,228
23,237,167,155,247,278,271,292,292,310,283,243,210,136,142,100,77,76,75,80,92,122,178,201,266
24,220,231,219,237,265,299,301,331,316,351,308,230,205,128,108,90,57,51,75,79,104,167,198,250
25,246,303,223,306,319,313,319,312,337,310,276,272,189,158,105,88,78,57,60,78,129,155,200,192
26,166,180,217,258,248,280,289,299,319,323,315,226,156,102,107,112,69,64,56,94,114,175,206,258
27,207,205,193,320,300,287,314,364,328,343,304,206,163,116,115,91,74,67,55,61,115,145,222,240
28,260,238,219,241,228,281,273,329,300,306,322,238,153,129,123,96,82,77,70,72,109,158,221,245
29,249,228,206,256,269,292,318,341,303,327,302,235,153,126,128,67,81,67,60,79,112,158,232,241
30,157,228,234,301,269,300,257,313,320,311,292,214,150,124,132,98,60,55,69,57,103,153,225,182
31,195,243,272,323,297,305,331,311,311,351,323,265,150,117,108,98,64,58,77,68,110,184,234,-1,-1
