mar,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
01,260,281,301,326,361,386,376,370,322,355,354,369,300,281,249,190,149,125,87,63,88,126,184,239
02,287,287,345,351,365,381,405,363,364,384,391,349,342,274,252,218,178,125,73,29,106,127,181,226
03,284,339,319,330,357,365,356,374,381,343,355,390,382,308,257,187,140,111,96,85,109,138,182,263
04,259,345,342,297,333,371,343,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05,0,0,0,0,0,0,0,0,0,375,398,385,340,283,226,195,159,131,90,87,109,131,199,317
06,298,315,326,376,376,389,336,326,362,332,352,338,344,286,302,227,149,137,108,88,116,152,212,246
07,238,301,317,328,344,392,355,351,359,372,392,362,317,294,265,217,151,137,78,73,89,125,185,245
08,289,293,349,312,348,390,372,370,384,376,392,380,325,288,271,183,170,118,91,92,110,121,210,250
09,313,352,373,363,406,367,309,362,341,387,404,402,392,304,238,204,140,96,80,67,107,109,158,245
10,308,302,334,357,371,357,361,392,386,434,439,414,336,273,241,202,153,137,102,80,103,134,179,223
11,300,346,354,377,361,345,370,352,416,406,350,383,401,363,261,219,167,132,74,79,97,129,220,253
12,320,342,376,399,414,468,393,391,392,400,417,361,376,311,266,200,190,146,91,91,91,112,191,216
13,281,308,318,404,424,385,361,359,364,412,410,435,372,354,274,232,171,129,98,78,120,120,187,224
14,302,303,339,393,350,385,381,367,375,392,390,386,337,279,282,201,166,123,82,69,82,120,177,230
15,253,284,348,362,396,373,358,363,381,402,403,376,420,305,268,196,154,117,88,71,93,81,154,244
16,289,344,335,0,0,0,307,348,399,437,436,393,382,346,292,210,180,133,86,73,95,108,145,237
17,285,317,312,339,358,403,367,368,399,415,384,402,412,308,284,191,168,135,81,70,83,112,154,219
18,280,319,369,325,340,348,358,338,379,404,409,412,387,334,274,226,165,116,85,90,84,111,169,234
19,348,386,405,355,394,279,342,368,400,429,482,464,368,331,298,245,214,186,101,101,111,141,180,247
20,332,382,407,402,414,444,442,426,369,2,5,0,1,15,306,220,194,148,104,103,122,149,213,269
21,356,353,356,439,385,215,442,424,455,12,223,464,416,360,323,246,231,160,122,91,93,144,223,286
22,321,337,380,433,378,442,340,434,434,459,483,479,416,409,406,297,235,124,106,101,109,185,210,255
23,317,334,345,378,424,455,437,386,437,439,430,407,366,323,291,220,204,115,122,88,103,137,185,214
24,289,340,353,379,348,408,383,392,417,410,451,435,412,329,294,252,187,158,56,0,0,0,137,232
25,338,425,0,415,402,431,374,404,390,428,444,466,423,382,342,277,246,176,108,94,100,104,155,218
26,246,302,369,340,385,475,383,384,410,387,426,451,450,393,347,292,238,165,130,93,86,81,120,180
27,228,312,349,389,384,433,410,374,370,399,436,476,405,401,350,295,229,175,116,84,91,105,136,197
28,276,335,352,355,357,394,419,418,439,442,462,434,456,383,349,279,259,190,129,86,80,82,102,187
29,228,310,329,365,398,400,377,424,435,479,476,486,423,396,357,257,273,187,130,92,86,90,137,188
30,271,317,333,383,419,408,415,376,418,415,447,515,493,397,351,323,259,177,102,88,72,91,133,157
31,253,314,348,363,415,439,400,401,421,414,470,477,475,394,359,301,315,221,126,90,0,0,0,0
